typing_speed,backspace_key_press_freq,max_text,touch_count,shake_count,arousal
2.0000,0,18,18,45,0
1.7778,0,15,15,25,0
1.1111,0,8,8,103,0
1.3333,0,17,17,78,0
2.3333,0,25,25,90,0
2.0000,2,18,20,64,0
1.6667,0,18,18,57,0
2.2222,0,14,14,83,0
2.2222,0,28,28,136,0
2.5556,1,16,17,108,0
2.5556,0,26,26,87,0
2.3333,0,23,23,111,0
2.5556,0,26,26,94,0
2.3333,0,29,29,38,0
2.0000,0,21,21,34,0
1.7778,0,20,20,21,0
2.1111,0,20,20,42,0
2.2222,0,32,32,77,0
2.4444,0,29,29,29,0
2.2222,0,21,21,37,0
2.0000,0,21,21,19,0
1.7778,0,29,29,129,0
2.4444,0,30,30,90,0
2.5556,0,24,24,30,0
2.4444,0,20,20,57,0
1.8889,0,27,27,87,0
1.6667,0,37,37,139,0
1.8889,0,36,36,22,0
2.0000,0,15,15,6,0
1.7778,0,16,16,14,0
2.2222,0,33,33,129,0
2.2222,0,34,34,99,0
1.6667,0,23,23,16,0
2.0000,0,17,17,20,0
1.7778,0,31,31,85,0
1.4444,0,44,44,142,0
1.8889,0,38,38,77,0
2.0000,0,18,18,32,0
2.0000,1,14,15,21,0
2.2222,0,38,38,162,0
2.0000,4,32,36,107,0
2.3333,4,33,37,22,0
2.0000,0,20,20,36,0
1.8889,0,32,32,62,0
1.5556,0,23,23,100,0
1.7778,1,36,37,55,0
1.2222,0,31,31,9,0
1.8889,0,19,19,23,0
2.0000,0,42,42,88,0
2.0000,0,36,36,83,0
2.0000,0,39,39,123,0
2.1111,0,26,26,32,0
2.2222,0,35,35,82,0
2.0000,0,41,41,163,0
1.6667,0,41,41,98,0
1.7778,1,33,34,45,0
2.1111,0,27,27,64,0
1.8889,2,34,36,153,0
1.8889,0,40,40,169,0
1.5556,5,33,38,82,0
1.8889,0,31,31,17,0
1.7778,0,36,36,130,0
2.1111,7,29,36,158,0
2.1111,4,37,41,115,0
2.2222,6,27,33,123,0
-7.2222,0,31,31,107,0
2.2222,0,37,37,190,0
2.0000,5,32,37,138,0
1.8889,5,34,39,115,0
2.2222,0,40,40,53,0
1.8889,4,34,38,150,0
1.8889,2,31,33,216,0
1.7778,4,23,27,180,0
1.8889,0,37,37,147,0
1.7778,1,38,39,98,0
1.8889,6,35,41,190,0
2.0000,0,35,35,145,0
1.8889,4,39,43,174,0
1.6667,4,25,29,62,0
2.2222,9,25,34,188,0
2.2222,0,41,41,221,0
2.1111,4,29,33,201,0
2.1111,0,41,41,134,0
1.6667,3,42,45,149,0
1.4444,5,35,40,157,0
2.0000,0,40,40,156,0
1.5556,0,40,40,198,0
3.1111,0,12,12,155,1
2.4444,0,26,26,150,1
3.0000,0,25,25,167,1
2.3333,0,25,25,146,1
3.2222,1,17,18,178,1
3.2222,0,23,23,190,1
3.1111,0,31,31,180,1
3.3333,0,27,27,179,1
3.3333,0,31,31,194,1
3.2222,0,21,21,178,1
2.8889,0,24,24,184,1
3.1111,0,25,25,159,1
2.7778,0,28,28,124,1
3.3333,0,21,21,69,1
3.2222,0,18,18,114,1
3.2222,0,29,29,164,1
3.5556,1,31,32,149,1
3.3333,0,25,25,66,1
3.7778,2,18,20,115,1
3.8889,0,23,23,158,1
3.7778,0,34,34,173,1
4.1111,0,35,35,135,1
4.0000,0,15,15,35,1
4.4444,0,17,17,141,1
4.6667,1,27,28,210,1
4.1111,0,39,39,178,1
4.3333,0,30,30,99,1
4.3333,0,17,17,50,1
4.4444,0,18,18,177,1
4.1111,0,40,40,182,1
4.5556,0,38,38,134,1
4.3333,0,17,17,14,1
4.5556,0,18,18,98,1
4.4444,0,22,22,206,1
4.7778,0,41,41,179,1
4.2222,0,31,31,58,1
4.5556,0,15,15,17,1
4.5556,0,19,19,134,1
4.2222,0,31,31,187,1
4.2222,0,38,38,123,1
4.0000,0,18,18,33,1
4.2222,0,18,18,60,1
4.5556,0,19,19,111,1
3.5556,1,30,31,111,1
4.1111,1,22,23,38,1
4.3333,0,17,17,16,1
4.4444,0,15,15,81,1
4.6667,0,20,20,210,1
4.1111,0,35,35,164,1
5.1111,0,20,20,34,1
4.5556,0,20,20,25,1
4.8889,0,20,20,199,1
4.3333,0,32,32,227,1
3.3333,0,24,24,65,1
3.8889,0,18,18,29,1
3.2222,0,18,18,48,1
3.6667,0,17,17,223,1
4.3333,1,25,26,180,1
3.6667,0,16,16,24,1
2.6667,0,16,16,36,1
4.2222,0,17,17,105,1
2.3333,0,22,22,249,1
2.1111,0,22,22,68,1
3.8889,0,20,20,99,1
4.2222,0,18,18,27,1
3.0000,0,9,9,191,1
3.0000,0,14,14,154,1
4.2222,0,17,17,21,1
2.3333,0,18,18,12,1
3.4444,0,19,19,50,1
2.3333,0,20,20,237,1
2.8889,0,16,16,27,1
3.2222,0,16,16,37,1
3.7778,0,17,17,56,1
4.8889,1,17,18,144,1
2.6667,0,17,17,138,1
1.7778,0,18,18,37,1
4.6667,0,17,17,75,1
2.6667,1,16,17,36,1
4.3333,0,18,18,178,1
2.8889,0,20,20,46,1
4.4444,0,19,19,49,1
4.4444,0,20,20,45,1
4.5556,0,18,18,22,1
4.2222,2,16,18,122,1
1.4444,2,13,15,17,1
4.2222,0,18,18,13,1
2.6667,2,15,17,33,1
