typing_speed,backspace_key_press_freq,max_text,touch_count,shake_count,arousal
2.0000,0,17,17,45,0
1.8750,0,14,14,16,0
1.1250,0,8,8,99,0
1.5000,0,9,9,30,0
1.7500,0,22,22,97,0
2.0000,2,17,19,74,0
2.0000,0,18,18,57,0
1.7500,0,16,16,47,0
2.0000,0,14,14,65,0
2.2500,0,21,21,135,0
2.7500,1,20,21,92,0
2.5000,0,18,18,89,0
2.5000,0,20,20,82,0
2.3750,0,22,22,109,0
2.5000,0,25,25,64,0
2.1250,0,24,24,23,0
2.1250,0,19,19,32,0
1.7500,0,18,18,21,0
2.0000,0,15,15,6,0
2.2500,0,29,29,106,0
2.5000,0,28,28,27,0
2.1250,0,20,20,28,0
2.2500,0,19,19,21,0
2.0000,0,18,18,23,0
1.7500,0,29,29,131,0
2.5000,0,26,26,81,0
2.5000,0,22,22,30,0
2.6250,0,17,17,54,0
1.8750,0,20,20,20,0
1.7500,0,35,35,151,0
1.7500,0,33,33,77,0
2.0000,0,22,22,3,0
2.0000,0,13,13,13,0
1.7500,0,16,16,13,0
2.2500,0,30,30,123,0
2.2500,0,30,30,79,0
1.6250,0,23,23,31,0
2.0000,0,17,17,15,0
1.8750,0,16,16,24,0
1.7500,0,39,39,151,0
1.5000,0,36,36,99,0
1.8750,0,33,33,53,0
2.0000,0,12,12,22,0
2.0000,1,13,14,18,0
2.2500,0,34,34,143,0
2.1250,4,27,31,105,0
2.1250,4,29,33,37,0
2.0000,0,24,24,23,0
2.1250,0,17,17,36,0
2.2500,0,31,31,197,0
2.1250,0,34,34,128,0
1.8750,5,28,33,136,0
2.0000,5,30,35,80,0
2.1250,0,35,35,47,0
1.8750,4,30,34,139,0
1.8750,2,26,28,188,0
1.7500,3,23,26,169,0
2.0000,1,27,28,147,0
1.6250,0,39,39,52,0
1.8750,1,32,33,180,0
2.0000,6,28,34,124,0
1.8750,0,33,33,158,0
1.8750,5,33,38,135,0
1.7500,3,22,25,59,0
2.2500,9,20,29,161,0
2.2500,0,37,37,204,0
2.0000,4,27,31,177,0
2.2500,0,34,34,127,0
1.8750,0,38,38,114,0
1.7500,8,29,37,161,0
1.3750,0,38,38,141,0
2.1250,0,35,35,133,0
1.3750,0,35,35,186,0
2.0000,0,35,35,93,0
1.8750,3,32,35,147,0
2.0000,7,19,26,99,0
2.1250,0,36,36,133,0
2.2500,3,27,30,175,0
1.8750,1,27,28,115,0
2.0000,0,31,31,150,0
2.0000,4,30,34,143,0
2.1250,0,32,32,133,0
1.3750,0,31,31,168,0
1.8750,4,30,34,117,0
1.7500,0,27,27,142,0
2.0000,0,41,41,182,0
2.0000,5,25,30,112,0
1.1250,0,27,27,155,0
2.2500,0,39,39,128,0
1.7500,0,16,16,156,0
2.0000,8,28,36,190,0
1.7500,0,38,38,167,0
1.6250,0,25,25,114,0
1.8750,0,37,37,179,0
2.1250,1,14,15,138,0
2.3750,0,27,27,145,0
2.2500,0,37,37,80,0
2.2500,0,31,31,101,0
1.8750,3,33,36,125,0
2.7500,0,22,22,128,1
2.7500,0,22,22,141,1
2.5000,0,22,22,150,1
2.3750,1,20,21,110,1
3.7500,0,16,16,181,1
3.1250,0,22,22,176,1
3.1250,0,27,27,152,1
3.3750,0,26,26,161,1
3.2500,0,27,27,156,1
3.3750,0,20,20,167,1
2.8750,0,16,16,163,1
3.1250,0,27,27,163,1
3.0000,0,21,21,125,1
2.6250,0,26,26,102,1
3.5000,0,16,16,60,1
3.2500,0,16,16,104,1
