TimeStamp,Study(1)/NonStudy(2),Specification,Table(T)/Hand(H),Path,PackageName,Light Intensity,RAW Accelerometer X,RAW Accelerometer Y,RAW Accelerometer Z,Displacement(ACC),RAW Gyroscope X,RAW Gyroscope Y,RAW Gyroscope Z,Displacement(Gyro),RAW Gravity X,RAW Gravity Y,RAW Gravity Z,Displacement(Grav),RAW Rotation Vector X,RAW Rotation Vector Y,RAW Rotation Vector Z,Displacement(RotVec),RAW Game Rotation Vector X,RAW Game Rotation Vector Y,RAW Game Rotation Vector Z,Displacement(GameRotVec),RAW Linear Acceleration X,RAW Linear Acceleration Y,RAW Linear Acceleration Z,Displacement(LinAcc),Battery Temperature,Total Memory,Free Memory,Memory Used,Others
2018-02-15-15.36.35.,2,2C,H,com.android.chrome,null,131,0.24899292,2.7581177,9.021347,9.436838052,0.13975525,0.8970947,0.12939453,9.17E-01,1.0289887,2.5759978,9.406158,9.806650332,0.13622813,0.043143027,0.62751156,0.643576089,0.1278254,0.063875586,0.73927575,0.752959533,-1.0779229,0.09807038,-0.94157124,1.434605164,35.6,882,212,670,55
2018-02-15-15.36.36.,2,2C,H,com.android.chrome,null,102,0.59376526,2.8730469,9.442734,9.887981648,0.020446777,0.03741455,0.007949829,4.34E-02,0.65954685,2.8331935,9.365276,9.806649887,0.1317669,0.071702786,0.65716237,0.6740669,0.119333796,0.09090242,0.76182663,0.776455806,-0.111775994,0.006864309,-0.10820389,0.15572114,35.6,882,210,672,56
2018-02-15-15.36.37.,2,2C,H,com.android.chrome,null,101,0.59376526,2.7581177,9.959885,10.35176698,-0.060516357,-0.03288269,-0.009094238,6.95E-02,0.6611929,2.7060194,9.402695,9.80665031,0.12649105,0.067793824,0.66117805,0.676574018,0.11490698,0.08597892,0.76403576,0.777397345,-0.112523735,0.005195141,0.36497498,0.381962454,35.6,882,209,673,57
2018-02-15-15.36.38.,2,2C,H,com.android.chrome,null,102,0.53630066,2.3367462,10.285492,10.56121901,-0.12976074,0.094940186,0.05482483,1.70E-01,0.47449806,2.7555978,9.39957,9.80664998,0.12183326,0.07688926,0.6624878,0.677971524,0.108938314,0.09427484,0.7651434,0.778588289,0.2869501,-0.23544288,0.06505966,0.376837457,35.6,882,214,668,58
2018-02-15-15.36.39.,2,2C,H,com.android.chrome,null,102,0.59376526,2.6815033,9.500198,9.889225408,0.00340271,-0.011581421,-0.004837036,1.30E-02,0.59547335,2.647119,9.423829,9.806649812,0.12161841,0.06875603,0.66460836,0.679133788,0.11016051,0.08592492,0.7655047,0.778149006,0.010388136,0.003028393,-0.016109467,0.019406171,35.6,882,214,668,59
2018-02-15-15.36.40.,2,2C,H,com.android.chrome,null,77,0.03831482,3.0645752,7.4890594,8.091915711,0.08329773,0.8491516,0.108078,8.60E-01,0.9052796,2.4701614,9.447177,9.806649875,0.12563252,0.050442904,0.66301155,0.676692199,0.11686616,0.06833973,0.76391494,0.775818312,-0.72465295,0.5837753,-2.7615728,2.914137922,35.6,882,213,669,60
2018-02-15-15.36.41.,2,2C,H,com.android.chrome,null,82,0.15322876,2.8538818,9.519348,9.939120018,-0.016845703,-0.17990112,-0.01335144,1.81E-01,0.09592488,2.918081,9.361943,9.806649532,0.11535065,0.096788175,0.6599875,0.676946987,0.09983336,0.11272544,0.76121765,0.775967806,0.075185545,-0.16022539,0.37839794,0.417743992,35.6,882,212,670,61
2018-02-15-15.36.42.,2,2C,H,com.android.chrome,null,84,0.13407898,2.8538818,9.423584,9.847159687,-0.046676636,-0.02116394,0.001556397,5.13E-02,0.19257595,2.8171642,9.39132,9.806650344,0.11479564,0.08943105,0.65983343,0.675689357,0.10007297,0.105647296,0.76300097,0.776753777,0.016202867,-0.029589415,-0.2526455,0.254887848,35.6,882,212,670,62
2018-02-15-15.36.43.,2,2C,H,com.android.chrome,null,82,-0.1149292,3.0071106,9.155426,9.637310212,-0.006195068,0.14395142,0.017532349,1.45E-01,0.24082203,2.7553225,9.408538,9.806650021,0.113722846,0.085820615,0.66275424,0.677894716,0.099727206,0.101747476,0.7645175,0.777679286,-0.35801572,0.26419425,-0.6480398,0.786084881,35.6,882,211,671,63
2018-02-15-15.36.44.,2,2C,H,com.android.chrome,null,84,0.13407898,2.7772675,9.461884,9.861969416,1.98E-04,-0.015838623,-0.002700806,1.61E-02,0.1432289,2.7484841,9.412529,9.806649863,0.109806284,0.08965016,0.6650992,0.680037879,0.095332876,0.104910515,0.7662606,0.779262395,-0.029736012,0.00122118,0.031579018,0.043393042,35.6,882,210,672,64
2018-02-15-15.36.45.,2,2C,H,com.android.chrome,null,80,0.19154358,2.738968,9.557648,9.944207859,-0.09353638,-0.1277008,-0.009094238,1.59E-01,0.0738604,2.7762396,9.405181,9.806650362,0.10846348,0.09330013,0.6651433,0.680356414,0.09328639,0.108475305,0.7672904,0.780515087,0.07861313,-0.027359486,0.017998695,0.085161721,35.7,882,210,672,65
2018-02-15-15.36.46.,2,2C,H,com.android.chrome,null,87,0.17237854,2.6815033,9.289505,9.670319408,0.033218384,0.05659485,0.03778076,7.57E-02,0.1802684,2.6878226,9.429396,9.806650598,0.10894098,0.085581675,0.6628772,0.677199042,0.09473975,0.10128678,0.76690775,0.779347245,-0.06695214,0.06539583,-0.24340916,0.260781945,35.7,882,208,674,66
2018-02-15-15.36.47.,2,2C,H,com.android.chrome,null,87,0.15322876,2.700653,9.576813,9.951500033,-0.002990723,0.003326416,0.003692627,5.80E-03,0.19621006,2.6743727,9.432901,9.806650244,0.108864844,0.08487845,0.6645017,0.678688747,0.094819285,0.10032552,0.76765996,0.779972898,-0.006439433,0.002114773,0.020360947,0.02145942,35.7,882,206,676,67
2018-02-15-15.36.48.,2,2C,H,com.android.chrome,null,80,0.01914978,2.8730469,9.442734,9.870156564,0.016174316,-0.005187988,-0.024017334,2.94E-02,0.035038598,2.870662,9.377017,9.806649573,0.111538656,0.0972846,0.6591199,0.675532536,0.095184274,0.11333632,0.7650383,0.779223182,-0.016227365,-0.025351763,-0.024885178,0.039055235,35.7,882,202,680,68
2018-02-15-15.36.49.,2,2C,H,com.android.chrome,null,80,0.01914978,2.8921967,9.385269,9.820816802,0.01298523,0.006530762,4.88E-04,1.45E-02,0.024165297,2.8706067,9.3770685,9.806649807,0.11112208,0.09774679,0.6594279,0.675831123,0.09461956,0.11379671,0.7657505,0.779920753,0.033058017,-0.04538703,-0.066277504,0.086864967,35.7,882,202,680,69
2018-02-15-15.36.50.,2,2C,H,com.android.chrome,null,75,0.09576416,2.738968,9.595963,9.979660434,-0.09246826,-0.1351471,0.020736694,1.65E-01,-0.07548823,2.8785465,9.374362,9.806650363,0.10743399,0.10246223,0.66352075,0.679926729,0.09037441,0.11778386,0.76852435,0.782732552,-0.057797737,-0.016589165,0.046507835,0.076018139,35.7,882,201,681,70
2018-02-15-15.36.51.,2,2C,H,com.android.chrome,null,77,-0.09576416,2.8730469,9.672577,10.09070439,-0.048797607,-0.015838623,0.011138916,5.25E-02,-0.031949766,2.8405623,9.38619,9.806649667,0.107584305,0.099632464,0.66399395,0.679991894,0.09104439,0.114943154,0.7685185,0.782382064,-0.044598702,0.039940596,0.08452892,0.10358298,35.7,882,202,680,71
2018-02-15-15.36.52.,2,2C,H,com.android.chrome,null,77,0.22984314,2.6240387,10.017334,10.35786597,-0.11804199,-0.16923523,-0.012298584,2.07E-01,-0.1025044,2.8664227,9.37782,9.806650509,0.10562121,0.10348154,0.6664526,0.68265902,0.08856183,0.1184106,0.77032036,0.784383659,0.37161762,-0.2690966,0.49467182,0.674694631,35.7,882,201,681,72
2018-02-15-15.36.54.,2,2C,H,com.android.chrome,null,77,0.01914978,2.7772675,9.864105,10.24764114,-0.10418701,-0.09573364,0.029251099,1.44E-01,-0.1848161,2.9538875,9.349373,9.806649981,0.106866375,0.109709695,0.6638399,0.681278249,0.08873024,0.124834225,0.7684836,0.783596633,0.18515506,-0.112561226,0.27304554,0.348577528,35.7,882,202,680,73
2018-02-15-15.36.55.,2,2C,H,com.android.chrome,null,77,-0.13407898,2.9304962,9.442734,9.887922459,0.02470398,1.37E-04,-0.011230469,2.71E-02,-0.04801617,2.8163226,9.393424,9.806650447,0.10583404,0.099337004,0.6647283,0.680391356,0.08927649,0.114448205,0.7696418,0.78320954,-0.066493995,0.012981415,0.043948174,0.080755251,35.7,882,202,680,74
2018-02-15-15.36.56.,2,2C,H,com.android.chrome,null,72,-0.47883606,3.1220398,9.270355,9.793666234,0.13442993,0.10133362,-0.06768799,1.81E-01,-0.24741796,2.988584,9.336891,9.806649964,0.10626458,0.11157429,0.6593917,0.677154633,0.0872492,0.12699826,0.76762617,0.782937365,-0.16322888,0.068933725,-0.1330185,0.221561384,35.7,882,202,680,75
2018-02-15-15.36.57.,2,2C,H,com.android.chrome,null,70,-0.24899292,2.9113464,9.423584,9.866198394,0.01298523,-0.001998901,-0.008026123,1.54E-02,-0.20043162,2.8565552,9.379249,9.806650409,0.10233647,0.10638917,0.6630653,0.679298904,0.08453788,0.12101551,0.76916784,0.78320532,-0.0465938,-0.030714273,0.00971508,0.056645667,35.7,882,203,679,76
2018-02-15-15.36.58.,2,2C,H,com.android.chrome,null,72,-0.24899292,2.8730469,9.308655,9.745124621,0.005523682,0.001205444,0.005813599,8.11E-03,-0.18248683,2.8093908,9.393849,9.806649639,0.101217434,0.10393269,0.66258794,0.678284418,0.08365915,0.11852477,0.769659,0.783212583,-0.064935595,0.039478302,-0.16603851,0.182603271,35.7,882,203,679,77
2018-02-15-15.36.59.,2,2C,H,com.android.chrome,null,72,-0.19154358,2.8155823,9.500198,9.910497196,0.008728027,0.003326416,-5.80E-04,9.36E-03,-0.18542702,2.805275,9.395022,9.806650263,0.10086855,0.10398429,0.66322166,0.678859461,0.08336817,0.11847762,0.76987815,0.783389791,-0.023675755,-0.032905817,0.06288624,0.074819873,35.7,882,202,680,78
2018-02-15-15.37.00.,2,2C,H,com.android.chrome,null,72,-0.19154358,2.7964325,9.538498,9.941814108,0.00340271,-0.003067017,-0.00163269,4.86E-03,-0.17291544,2.7941663,9.39857,9.806649943,0.10094312,0.10303773,0.6627376,0.678253208,0.08346891,0.11764025,0.77012694,0.783518852,-0.017288655,-0.019378662,0.08627224,0.090096224,35.7,882,203,679,79
2018-02-15-15.37.01.,2,2C,H,com.android.chrome,null,72,-0.19154358,2.834732,9.481033,9.897594718,0.021514893,-0.005187988,0.004745483,2.26E-02,-0.1924376,2.810538,9.393308,9.806650359,0.10108843,0.10438637,0.6614845,0.677257062,0.08321011,0.1189566,0.7701105,0.783673897,0.040852115,1.94E-04,0.23735714,0.24084714,35.7,882,203,679,80
2018-02-15-15.37.02.,2,2C,H,com.android.chrome,null,70,0.19154358,2.1835175,10.113113,10.34792212,-0.10525513,-0.84143066,-0.28926086,8.96E-01,-0.03669332,2.4308817,9.500519,9.806650473,0.09086792,0.0857402,0.669941,0.681490502,0.07573357,0.0993619,0.77992016,0.789863163,0.7647794,-0.5123923,1.1820498,1.498223992,35.7,882,203,679,81
2018-02-15-15.37.03.,2,2C,H,com.android.chrome,null,77,-0.03831482,2.6623535,9.461884,9.829386706,0.020446777,-0.013717651,-0.003768921,2.49E-02,-0.03656577,2.6800177,9.433269,9.806650598,0.10118611,0.0938005,0.66336167,0.677558756,0.08498366,0.10869656,0.7718677,0.784102615,-0.020673048,-0.03421235,0.12359619,0.129899492,35.7,882,205,677,82
2018-02-15-15.37.04.,2,2C,H,com.android.chrome,null,74,-0.47883606,3.10289,9.366119,9.878329588,0.016174316,0.008651733,-0.009094238,2.05E-02,-0.2626909,2.9485688,9.349189,9.806650776,0.104688056,0.11119563,0.6565956,0.674123015,0.08519627,0.12675036,0.7680464,0.783083221,-0.19492531,0.13108563,-0.03759384,0.237892025,35.7,882,205,677,83
2018-02-15-15.37.05.,2,2C,H,com.android.chrome,null,62,-0.6320648,3.2752686,9.270355,9.85222676,-0.037078857,0.048065186,0.020736694,6.41E-02,-0.6270564,3.2740731,9.22267,9.806650617,0.1053685,0.13662477,0.6539259,0.676304614,0.08144888,0.15212102,0.765406,0.784615237,-0.005367816,0.03592539,-0.14899445,0.153358382,35.7,882,205,677,84
2018-02-15-15.37.06.,2,2C,H,com.android.chrome,null,64,-0.72784424,3.217804,9.021347,9.60566091,-0.017913818,0.009719849,-0.005905151,2.12E-02,-0.52318245,3.1075096,9.286552,9.80664998,0.101839185,0.12706847,0.65677243,0.676659176,0.07974347,0.14198096,0.7680992,0.785171316,-0.1431607,0.12463403,-0.4326172,0.47242594,35.7,882,205,677,85
2018-02-15-15.37.07.,2,2C,H,com.android.chrome,null,69,0.0574646,2.5474243,10.151413,10.46632021,-0.3928833,-0.43556213,0.004745483,5.87E-01,-0.45733824,3.006947,9.323063,9.806650408,0.100511946,0.122498475,0.65754884,0.676371943,0.07866402,0.13589726,0.7706152,0.786450176,0.51806176,-0.6150131,0.3405447,0.873269599,35.7,882,205,677,86
2018-02-15-15.37.08.,2,2C,H,com.android.chrome,null,74,-0.19154358,3.0262756,9.710876,10.17330554,0.12164307,0.016113281,-0.05064392,1.33E-01,-0.12631525,2.857131,9.380364,9.80664988,0.105011195,0.1034755,0.6624159,0.678623132,0.08671223,0.11922885,0.7734232,0.7873487,0.18526526,-0.05599761,0.7373543,0.762332154,35.7,882,205,677,87
2018-02-15-15.37.09.,2,2C,H,com.android.chrome,null,72,-0.21069336,2.9304962,9.461884,9.907545029,-0.017913818,-0.020111084,-0.002700806,2.71E-02,-0.1764629,2.9069977,9.36422,9.806650345,0.10544498,0.10695338,0.66068274,0.677539189,0.086484805,0.122792706,0.7723176,0.786785959,-0.0134051,0.015060663,-0.0487175,0.0527249,35.7,882,205,677,88
2018-02-15-15.37.10.,2,2C,H,com.android.chrome,null,72,-0.22984314,2.9879608,9.461884,9.925118964,0.010848999,0.024642944,0.004745483,2.73E-02,-0.18814701,2.8887012,9.369653,9.806650359,0.104241125,0.10683844,0.66135794,0.677993355,0.085350804,0.122457765,0.7727401,0.78702473,-0.078159586,0.070834875,-0.019116402,0.107200453,35.7,882,205,677,89
2018-02-15-15.37.11.,2,2C,H,com.android.chrome,null,67,-0.7852936,3.4667969,9.117126,9.785568623,0.10246277,0.048065186,-0.10710144,1.56E-01,-0.4508662,3.1873796,9.263246,9.806650575,0.107418925,0.12624039,0.65630877,0.676917028,0.08527832,0.1421375,0.76806134,0.785744031,-0.24506861,0.1611557,-0.30762768,0.425046554,35.7,882,205,677,90
2018-02-15-15.37.12.,2,2C,H,com.android.chrome,null,71,-0.24899292,3.0071106,9.385269,9.858396717,-0.009384155,0.001205444,0.004745483,1.06E-02,-0.3050126,2.9918933,9.334127,9.806650043,0.104809925,0.11448514,0.6572357,0.675315284,0.08440187,0.1302624,0.7703065,0.785788822,0.02042979,0.007653475,-0.013096809,0.025445597,35.7,882,205,677,91
2018-02-15-15.37.13.,2,2C,H,com.android.chrome,null,71,-0.3830719,3.1603394,9.385269,9.910487546,1.98E-04,0.003326416,4.88E-04,3.37E-03,-0.29610184,2.957211,9.34546,9.806650591,0.10379447,0.11287552,0.6571318,0.674786172,0.08351718,0.12860426,0.7710052,0.78610635,0.068998545,-0.034913063,0.10656452,0.131665174,35.7,882,204,678,92
2018-02-15-15.37.14.,2,2C,H,com.android.chrome,null,74,-0.22984314,2.9304962,9.519348,9.962862149,0.00126648,-0.010513306,0.003692627,1.12E-02,-0.26613843,2.907621,9.361907,9.806650408,0.10242797,0.11045677,0.65991795,0.676892819,0.082890265,0.12571716,0.7723051,0.786848631,0.019626558,0.03408432,0.03185177,0.050611045,35.7,882,204,678,93
2018-02-15-15.37.15.,2,2C,H,com.android.chrome,null,74,-0.26815796,2.968811,9.500198,9.956882518,0.00340271,-0.015838623,-0.016555786,2.32E-02,-0.2846179,2.9231102,9.356538,9.806649985,0.102769524,0.111300275,0.6578205,0.675038619,0.082624525,0.12697446,0.77234983,0.787066443,0.07665819,-0.07813883,0.034628868,0.114809901,35.7,882,204,678,94
2018-02-15-15.37.16.,2,2C,H,com.android.chrome,null,71,0.07661438,2.8730469,10.093948,10.49514433,-0.32577515,-0.5559387,-0.07194519,6.48E-01,-0.38788518,2.975561,9.336271,9.806649497,0.10099011,0.117403686,0.6594036,0.677344621,0.08000692,0.13259533,0.7728074,0.788171242,0.44880158,-0.6844592,1.0576649,1.337371413,35.7,882,204,678,95
2018-02-15-15.37.17.,2,2C,H,com.android.chrome,null,71,0.21069336,1.474823,11.300629,11.39840824,-0.5281677,0.34420776,0.31155396,7.03E-01,-0.5394923,3.0647683,9.299813,9.806649709,0.099366926,0.12636334,0.6583317,0.677674042,0.076953456,0.14113697,0.77152336,0.788092491,0.6007818,0.054692745,-0.78492165,0.989965688,35.7,882,204,678,96
2018-02-15-15.37.18.,2,2C,H,com.android.chrome,null,71,-0.30645752,2.968811,9.423584,9.884922376,0.068374634,0.032089233,-0.028274536,8.06E-02,-0.32122546,2.971485,9.3401,9.806649627,0.10401162,0.11388148,0.6537053,0.671653205,0.08267556,0.13020046,0.7723321,0.787581285,0.05599472,-0.029752016,0.01751995,0.065784039,35.7,882,204,678,97
2018-02-15-15.37.19.,2,2C,H,com.android.chrome,null,67,-2.1452026,3.217804,8.925583,9.727393724,0.13761902,-0.13621521,-0.024017334,1.95E-01,-2.4686232,3.388977,8.865163,9.806649817,0.036799,0.21583778,0.67889595,0.713330095,1.31E-04,0.21909462,0.78830945,0.818189623,0.16381264,-0.18870473,0.11032295,0.273157847,35.7,882,205,677,98
2018-02-15-15.37.21.,2,2C,H,com.android.chrome,null,56,-1.3982086,3.0645752,9.442734,10.02555903,-0.048797607,-0.024368286,-0.002700806,5.46E-02,-1.4513803,3.1323864,9.178891,9.80665026,0.06838056,0.16532063,0.6668192,0.690401808,0.038748283,0.17465791,0.7819201,0.802125837,0.06046939,-0.10271096,0.19854069,0.231569631,35.7,882,205,677,99
2018-02-15-15.37.22.,2,2C,H,com.android.chrome,null,56,-1.359909,3.0645752,9.23204,9.821992476,0.008728027,-0.010513306,0.006881714,1.53E-02,-1.40181,3.0744543,9.206141,9.806649409,0.067730844,0.16133797,0.66790146,0.69044172,0.039126813,0.17054765,0.7818252,0.801166682,-0.006980538,0.00961113,-0.03046894,0.032702569,35.7,882,205,677,100
2018-02-15-15.37.23.,2,2C,H,com.android.chrome,null,56,-1.3407593,3.1411896,9.155426,9.771721079,0.010848999,-0.013717651,0.004745483,1.81E-02,-1.3247694,3.1307185,9.1985855,9.806650167,0.072466694,0.16047195,0.6683349,0.691139788,0.044169955,0.17044555,0.7813347,0.800928576,-0.10091257,0.023165226,0.09225559,0.138676128,35.7,882,205,677,101
2018-02-15-15.37.24.,2,2C,H,com.android.chrome,null,56,-1.3215942,3.1220398,9.385269,9.978828486,-0.014709473,-0.003067017,0.006881714,1.65E-02,-1.3217512,3.1165793,9.20382,9.806650568,0.07225083,0.1597361,0.6674057,0.690047949,0.043763466,0.1697662,0.7817212,0.801139088,-0.029245019,-0.015554905,0.11938667,0.123896744,35.7,882,205,677,1
2018-02-15-15.37.25.,2,2C,H,com.android.chrome,null,56,-1.3024445,3.10289,9.34697,9.934290926,0.020446777,0.031021118,0.009017944,3.82E-02,-1.3067522,3.0696511,9.221715,9.806650128,0.07100878,0.15749775,0.667719,0.689707511,0.042770237,0.16731437,0.78249127,0.801321396,-0.005979896,-0.025893688,0.043549538,0.051017688,35.7,882,205,677,2
2018-02-15-15.37.26.,2,2C,H,com.android.chrome,null,59,-1.1875305,2.9496613,9.366119,9.891153401,-0.017913818,0.015045166,0.006881714,2.44E-02,-1.2805054,3.0308146,9.238228,9.806650182,0.07021668,0.15509489,0.66902846,0.690350554,0.042336795,0.16489106,0.7838219,0.802096152,0.11784768,-0.078864336,-0.017134666,0.142832965,35.7,882,205,677,3
2018-02-15-15.37.27.,2,2C,H,com.android.chrome,null,56,-1.2066803,3.0262756,9.385269,9.934671386,-0.0637207,-0.026504517,0.003692627,6.91E-02,-1.2880614,3.0842235,9.219481,9.806649105,0.07242878,0.1571347,0.6664971,0.688589592,0.04404126,0.16732486,0.7822963,0.801202061,0.0902369,-0.07915282,-0.05082798,0.130350875,35.7,882,205,677,4
2018-02-15-15.37.28.,2,2C,H,com.android.chrome,null,56,-1.2832947,3.10289,9.327805,9.913764056,0.009796143,0.002258301,0.01008606,1.42E-02,-1.2791517,3.0600715,9.2287655,9.80664975,0.07145303,0.15600418,0.66812164,0.68980386,0.043557264,0.16596867,0.78268534,0.801273471,-0.052321553,0.002058029,0.010844231,0.05347315,35.7,882,205,677,5
2018-02-15-15.37.29.,2,2C,H,com.android.chrome,null,57,-0.8236084,2.7581177,9.34697,9.780152976,-0.038146973,0.12902832,0.12512207,1.84E-01,-1.2865499,3.0293267,9.237876,9.806649983,0.070073366,0.15259486,0.6686045,0.689367424,0.042369172,0.16493712,0.7826279,0.800940591,0.3946228,0.22640896,-0.12286568,0.471258047,35.7,882,206,676,6
2018-02-15-15.37.30.,2,2C,H,com.android.chrome,null,59,-1.2832947,2.968811,9.442734,9.981277946,0.01298523,0.001205444,-0.005905151,1.43E-02,-1.1878402,2.9222353,9.285471,9.806650559,0.06923302,0.14757895,0.6696784,0.689232847,0.042810887,0.1572895,0.78434473,0.801105121,-0.047877908,-0.03326106,0.20983124,0.217779112,35.7,882,206,676,7
2018-02-15-15.37.31.,2,2C,H,com.android.chrome,null,59,-1.1492157,2.8538818,9.653427,10.13183058,-0.10206604,-0.092544556,0.01008606,1.38E-01,-1.2114049,2.9294803,9.280142,9.806650407,0.06873859,0.14872614,0.66935307,0.689113917,0.042108588,0.15833928,0.7841113,0.801046186,-0.06451392,0.00234437,0.29761696,0.304538006,35.7,882,206,676,8
2018-02-15-15.37.32.,2,2C,H,com.android.chrome,null,61,-1.1492157,2.738968,10.074799,10.50353356,-0.09992981,-0.14581299,0.022857666,1.78E-01,-1.2010623,2.888525,9.294313,9.806649859,0.06749511,0.14685476,0.6697309,0.688956739,0.041132223,0.15630114,0.7847911,0.801260867,0.00406003,-0.11536789,0.7822075,0.790679965,35.7,882,206,676,9
2018-02-15-15.37.33.,2,2C,H,com.android.chrome,null,59,-1.1492157,2.7964325,9.461884,9.93317574,0.01512146,0.008651733,0.014343262,2.26E-02,-1.1881893,2.9164627,9.287241,9.806650493,0.06904628,0.14736052,0.66947454,0.688969282,0.042300444,0.15714066,0.7855727,0.802251196,0.06607103,-0.10123849,0.15083599,0.193303152,35.7,882,208,674,10
2018-02-15-15.37.34.,2,2C,H,com.android.chrome,null,59,-1.1109161,2.8155823,9.595963,10.06201492,-0.026428223,-0.004119873,0.007949829,2.79E-02,-1.1714444,2.8853488,9.299079,9.806650291,0.06832447,0.14563894,0.67021286,0.68924902,0.041803762,0.15534277,0.7865837,0.802865398,0.03207922,-0.11317873,0.18037415,0.215344689,35.7,882,206,676,11
2018-02-15-15.37.35.,2,2C,H,com.android.chrome,null,59,-0.9002228,2.5857391,9.691727,10.07104861,-0.19580078,-0.09786987,0.036712646,2.22E-01,-1.2180634,3.0425837,9.242803,9.806650871,0.073653005,0.15330765,0.6652745,0.6866718,0.04526619,0.16394807,0.78376603,0.802008222,0.83077896,-0.23611045,0.12286186,0.872374267,35.7,882,207,675,12
2018-02-15-15.37.36.,2,2C,H,com.android.chrome,null,61,-1.1492157,2.9879608,9.787491,10.29774667,-0.11378479,-0.015838623,0.013275147,1.16E-01,-1.0382156,2.9426837,9.296941,9.806650343,0.075667016,0.14234622,0.66767704,0.686862849,0.04949514,0.15342157,0.7849267,0.801310097,-0.16127598,0.06321645,0.25379848,0.307278261,35.7,882,206,676,13
2018-02-15-15.37.37.,2,2C,H,com.android.chrome,null,61,-1.0917511,3.0262756,9.634262,10.15722741,-0.15426636,-0.080825806,-0.009094238,1.74E-01,-1.0061103,2.9583566,9.295496,9.806649662,0.0774484,0.14164509,0.66734344,0.686592203,0.05119697,0.15310276,0.78532696,0.801748102,-0.13508248,0.06347823,0.14972782,0.211412351,35.7,882,206,676,14
2018-02-15-15.37.38.,2,2C,H,com.android.chrome,null,61,-1.2066803,3.0645752,9.423584,9.982566499,-0.02217102,-0.007324219,-0.009094238,2.51E-02,-1.0291944,2.968667,9.2896805,9.806650226,0.07734734,0.14274281,0.6657071,0.68521826,0.05064181,0.1542515,0.78496104,0.801574671,-0.13124228,0.092187405,0.004871368,0.160458044,35.7,882,206,676,15
2018-02-15-15.37.39.,2,2C,H,com.android.chrome,null,57,-1.0534515,2.8730469,9.806656,10.2730064,-0.15426636,-0.12556458,-0.012298584,1.99E-01,-1.0469097,2.9388523,9.297178,9.806650372,0.07556484,0.14235805,0.6659041,0.685130739,0.048864022,0.15358439,0.7855297,0.801893239,-0.03571689,-0.053119898,0.3518324,0.357607966,35.7,882,207,675,16
2018-02-15-15.37.40.,2,2C,H,com.android.chrome,null,59,-1.0726013,2.9304962,9.710876,10.1999703,-0.07437134,-0.04248047,-0.008026123,8.60E-02,-1.0332334,2.920382,9.304525,9.80665018,0.07500813,0.14133307,0.66765356,0.68655847,0.04875021,0.15239644,0.78603005,0.802149922,0.024626136,0.010824204,0.19432354,0.196176574,35.7,882,206,676,17
2018-02-15-15.37.41.,2,2C,H,com.android.chrome,null,61,-1.2066803,3.217804,8.140289,8.835985793,0.2846222,0.21212769,-0.04850769,3.58E-01,-0.9599455,2.866697,9.329038,9.806650654,0.07523082,0.13671793,0.66939473,0.687343272,0.049662713,0.14793608,0.78811646,0.803417092,0.010299444,0.078099966,-1.0945177,1.097348932,35.7,882,206,676,18
2018-02-15-15.37.42.,2,2C,H,com.android.chrome,null,57,-1.0917511,2.9113464,9.34697,9.850568842,-0.006195068,-0.003067017,-0.008026123,1.06E-02,-0.97594655,2.8099644,9.3446245,9.806649716,0.072302245,0.13517758,0.6704546,0.687757198,0.04691431,0.14613616,0.7896789,0.804456024,-0.052288055,0.007298946,-0.28559113,0.290430041,35.7,882,206,676,19
2018-02-15-15.37.43.,2,2C,H,com.android.chrome,null,59,-0.99598694,2.8730469,9.289505,9.774522578,0.15466309,0.06724548,-0.028274536,1.71E-01,-0.9680087,2.8622258,9.329577,9.806650008,0.074815035,0.1368454,0.6692075,0.687140911,0.04908911,0.1480345,0.7885365,0.803812021,-0.002200306,-0.02794218,-0.046488762,0.054284544,35.7,882,206,676,20
2018-02-15-15.37.44.,2,2C,H,com.android.chrome,null,57,-0.9576874,2.8538818,9.595963,10.05705287,-0.049865723,-0.05632019,-5.80E-04,7.52E-02,-0.9345544,2.92837,9.312446,9.806650462,0.079160646,0.13812073,0.6664411,0.685191567,0.052959353,0.14964198,0.78654426,0.802402199,-0.017567277,-0.091928005,0.22805691,0.246514343,35.7,882,206,676,21
2018-02-15-15.37.45.,2,2C,H,com.android.chrome,null,59,-0.881073,2.9496613,9.117126,9.62282588,0.06518555,-9.31E-04,-0.016555786,6.73E-02,-0.87406224,2.89799,9.327811,9.806650238,0.07940301,0.13426839,0.66867,0.68662392,0.054001853,0.1466213,0.7887952,0.804121803,-0.019070089,-0.04645109,-0.010032654,0.051205724,35.7,882,206,676,22
2018-02-15-15.37.46.,2,2C,H,com.android.chrome,null,59,-0.61291504,2.2026672,8.963898,9.250885092,-0.24693298,-0.29814148,-0.017623901,3.88E-01,-0.9553986,3.0538387,9.269934,9.806650481,0.08339621,0.14286356,0.6644209,0.684704357,0.05580947,0.15572485,0.7867063,0.803910274,0.34993464,-0.8749881,-0.37833118,1.015476691,35.7,882,205,677,23
