TimeStamp,Study(1)/NonStudy(2),Specification,Table(T)/Hand(H),Path,PackageName,Light Intensity,RAW Accelerometer X,RAW Accelerometer Y,RAW Accelerometer Z,Displacement(ACC),RAW Gyroscope X,RAW Gyroscope Y,RAW Gyroscope Z,Displacement(Gyro),RAW Gravity X,RAW Gravity Y,RAW Gravity Z,Displacement(Grav),RAW Rotation Vector X,RAW Rotation Vector Y,RAW Rotation Vector Z,Displacement(RotVec),RAW Game Rotation Vector X,RAW Game Rotation Vector Y,RAW Game Rotation Vector Z,Displacement(GameRotVec),RAW Linear Acceleration X,RAW Linear Acceleration Y,RAW Linear Acceleration Z,Displacement(LinAcc),Battery Temperature,Total Memory,Free Memory,Memory Used,Others
2018-02-15-15.16.35.,1,1C,H,Undefined,null,136,1.3215942,4.1180267,9.040512,10.02175695,-0.004928589,0.008224487,0.007980347,1.25E-02,1.3018429,4.084833,8.819849,9.806650394,0.20558675,0.08970486,0.6425518,0.680577468,0.19924976,-0.103016526,-0.16357236,0.277612659,-0.018748283,-0.008371353,0.032105446,0.038109544,33.6,882,233,649,40
2018-02-15-15.16.36.,1,1C,H,Undefined,null,126,1.1300659,4.3861847,8.810669,9.906742824,0.07601929,0.019943237,-0.041030884,8.87E-02,1.1704592,4.2468348,8.761553,9.806650373,0.20800681,0.10009145,0.6396871,0.680062289,0.20908315,-0.097823165,-0.16334891,0.282786141,-0.001726389,-0.005469322,-0.01498127,0.016041582,33.6,882,233,649,41
2018-02-15-15.16.37.,1,1C,H,Undefined,null,124,1.1492157,4.3670197,8.8489685,9.93457605,0.018493652,0.006088257,-0.002685547,1.97E-02,1.1366779,4.308208,8.736,9.806650234,0.20987058,0.102675736,0.63597214,0.677531202,0.2124693,-0.097184196,-0.16548876,0.286311895,0.013968587,-0.008346558,0.015102387,0.022200643,33.6,882,233,649,42
2018-02-15-15.16.38.,1,1C,H,Undefined,null,131,1.1492157,4.1754913,8.868118,9.86909019,-0.010269165,0.006088257,0.012237549,1.71E-02,1.2262707,4.1010756,8.823142,9.806650583,0.20432958,0.09162097,0.63680977,0.675034564,0.20084114,-0.09903442,-0.16254261,0.276703957,-0.07704663,0.067864895,-0.11189747,0.151864647,33.6,882,235,647,43
2018-02-15-15.16.39.,1,1C,H,Undefined,null,131,1.2832947,4.1371765,8.925583,9.921144418,0.013168335,0.006088257,0.005844116,1.56E-02,1.2320544,4.114611,8.816031,9.806650005,0.2051015,0.09187427,0.6366959,0.675195657,0.20154424,-0.099435546,-0.16234812,0.277244334,0.051018,-0.04213047,-0.009916306,0.066904005,33.6,882,235,647,44
2018-02-15-15.16.40.,1,1C,H,Undefined,null,121,0.91937256,4.194641,8.944733,9.922122125,0.006790161,0.058288574,-0.003738403,5.88E-02,0.9869282,4.1141834,8.847026,9.806650874,0.19635151,0.101849556,0.638596,0.675819576,0.20369373,-0.086232916,-0.16021566,0.273123249,-0.08228552,0.019053936,0.023130417,0.087572687,33.6,882,235,647,45
2018-02-15-15.16.41.,1,1C,H,Undefined,null,87,0.1149292,3.6774902,9.385269,10.08069527,-0.064590454,0.06681824,0.07295227,1.18E-01,-0.15504226,3.6817994,9.087943,9.806650442,0.13984597,0.1307172,0.6394709,0.667507988,0.18978624,-0.025001206,-0.16901775,0.255364205,0.11896713,-0.0766449,0.07028103,0.158009626,33.6,882,235,647,46
2018-02-15-15.16.42.,1,1C,H,Undefined,null,87,-0.19154358,3.6774902,8.963898,9.690825066,0.023834229,-0.036514282,-0.008010864,4.43E-02,-0.14594778,3.6861722,9.08632,9.806649651,0.14069743,0.13011852,0.63735366,0.665542098,0.18984553,-0.026177632,-0.17242493,0.257792456,-0.13952811,-0.035798788,-0.121554375,0.188481067,33.6,882,235,647,47
2018-02-15-15.16.43.,1,1C,H,Undefined,null,87,-0.09576416,3.69664,9.117126,9.838511298,-0.011322022,-0.09724426,-0.017593384,9.95E-02,-0.093612276,3.6623151,9.096652,9.806650435,0.14096917,0.12780733,0.63951594,0.667223844,0.1881981,-0.028080113,-0.17105171,0.255862668,-0.05862759,0.033951998,-0.018170357,0.070143384,33.6,882,235,647,48
2018-02-15-15.16.44.,1,1C,H,Undefined,null,89,-0.21069336,3.6774902,9.327805,10.02877221,0.020629883,-0.023742676,-0.00907898,3.27E-02,-0.10268655,3.625268,9.111382,9.806650527,0.1388212,0.12719083,0.6426952,0.66970587,0.18630457,-0.02719263,-0.1693037,0.25320461,-0.087780975,-0.004916906,0.1975584,0.216238287,33.6,882,235,647,49
2018-02-15-15.17.10.,1,1C,H,Undefined,null,136,1.1875305,3.7349548,9.308655,10.10005812,-0.026245117,-0.0184021,0.003707886,3.23E-02,1.1323392,3.7526414,8.989209,9.806650192,0.18811394,0.079316124,0.62469786,0.657210254,0.18078634,-0.09483775,-0.1849437,0.275467007,0.002883196,-0.025761366,0.22750854,0.228980559,33.6,882,233,649,74
2018-02-15-15.17.11.,1,1C,H,Undefined,null,138,1.3024445,3.7732544,9.25119,10.07563035,0.012115479,-0.04611206,0.036727905,6.02E-02,1.1270709,3.8007903,8.969621,9.806650631,0.1905388,0.07982232,0.61902064,0.652581941,0.18315415,-0.09555727,-0.18728781,0.278842892,0.15936077,-0.02407074,0.11583519,0.198476817,33.6,882,231,651,75
2018-02-15-15.17.12.,1,1C,H,Undefined,null,138,1.3407593,3.7732544,9.519348,10.32729735,0.21876526,0.07426453,-0.09642029,2.50E-01,1.166198,3.8461375,8.945255,9.806649706,0.19405004,0.079142205,0.6160853,0.650753412,0.18467061,-0.09907407,-0.19235085,0.284460463,0.34781122,-0.36300874,-0.06411171,0.506811899,33.6,882,226,656,76
2018-02-15-15.17.13.,1,1C,H,Undefined,null,123,0.97683716,4.1754913,9.021347,9.988675594,0.003585815,0.044448853,-0.016525269,4.76E-02,1.010893,4.1565866,8.82447,9.806650172,0.20099422,0.09837976,0.6232132,0.662172143,0.20393598,-0.09212694,-0.17998344,0.28717816,-0.009471297,-0.018339157,-0.076075554,0.078825884,33.6,882,225,657,77
2018-02-15-15.17.14.,1,1C,H,Undefined,null,118,0.8427582,4.3861847,8.8489685,9.91227023,-0.021972656,-0.010955811,0.006912231,2.55E-02,0.8733988,4.317126,8.761848,9.806649924,0.20385824,0.10822144,0.61758614,0.659304711,0.21351114,-0.087653056,-0.18369886,0.29498362,-0.004284263,0.029098988,-0.05199623,0.059738714,33.6,882,226,656,78
2018-02-15-15.17.15.,1,1C,H,Undefined,null,121,0.97683716,4.34787,8.925583,9.976182449,-0.005996704,0.019943237,-5.49E-04,2.08E-02,0.8966102,4.3151317,8.760486,9.806650111,0.20479064,0.10677228,0.6159204,0.657797435,0.2131368,-0.08895071,-0.18422861,0.295431388,0.06779307,-0.02710247,0.04360962,0.085042596,33.6,882,226,656,79
2018-02-15-15.17.16.,1,1C,H,Undefined,null,118,0.86190796,4.3861847,8.925583,9.982361116,-0.002807617,0.019943237,-0.003738403,2.05E-02,0.8859848,4.310604,8.763796,9.806650613,0.20427682,0.10696622,0.61569,0.657453396,0.21296047,-0.08842299,-0.1845672,0.295357137,-0.01735562,-0.023277283,-0.018766403,0.03457206,33.6,882,226,656,80
2018-02-15-15.17.17.,1,1C,H,Undefined,null,118,0.97683716,4.3095703,8.925583,9.959550135,0.011047363,0.009292603,-0.014404297,2.04E-02,0.89235526,4.29503,8.770793,9.806650318,0.20366096,0.10647177,0.6169164,0.658331124,0.21204473,-0.088606186,-0.18472332,0.29485035,0.09083712,-0.08535671,0.009884834,0.125039435,33.6,882,226,656,81
2018-02-15-15.17.18.,1,1C,H,Undefined,null,118,0.881073,4.32872,8.829819,9.873186418,0.017440796,0.00289917,-0.002685547,1.79E-02,0.88629144,4.292366,8.772712,9.80665051,0.20333838,0.10662877,0.6169678,0.658304988,0.21193407,-0.088318415,-0.18498161,0.294846381,-0.018166244,0.011946678,-0.032753944,0.039313565,33.6,882,226,656,82
2018-02-15-15.17.19.,1,1C,H,Undefined,null,116,0.9002228,4.3095703,8.906433,9.935157072,0.012252808,0.012054443,-0.003860474,1.76E-02,0.8746408,4.246532,8.796156,9.806650342,0.2010636,0.10532947,0.61667186,0.65711875,0.20935954,-0.08768953,-0.18729644,0.294280185,0.03250259,0.00366354,-0.012709618,0.035090943,33.6,882,225,657,83
2018-02-15-15.17.20.,1,1C,H,Undefined,null,121,0.881073,4.232956,8.963898,9.952169285,0.026107788,0.110061646,0.003585815,1.13E-01,0.84664947,4.2144375,8.814311,9.80664964,0.19885881,0.105120696,0.61610854,0.655884838,0.20785841,-0.085965544,-0.18775162,0.292994649,0.003363013,-0.021544933,0.025744438,0.033738258,33.6,882,225,657,84
2018-02-15-15.17.21.,1,1C,H,Undefined,null,121,0.8044586,4.32872,8.829819,9.866644518,0.085754395,0.4200592,0.017440796,4.29E-01,0.77805865,4.171481,8.841027,9.806650163,0.19503544,0.105802916,0.6142188,0.653068001,0.20610341,-0.08218555,-0.18897116,0.291450132,0.035586476,0.12297201,-0.27764893,0.305740807,33.6,882,225,657,85
2018-02-15-15.17.22.,1,1C,H,Undefined,null,82,-0.55545044,3.69664,9.002197,9.747472663,0.027175903,0.013122559,-0.020904541,3.67E-02,-0.38516337,3.5034587,9.151383,9.806650014,0.12947118,0.12902144,0.61372495,0.640365234,0.18195993,-0.017317753,-0.19954665,0.27060707,-0.16509962,0.20346045,-0.272439,0.377990804,33.6,882,225,657,86
2018-02-15-15.17.23.,1,1C,H,Undefined,null,82,-0.3830719,3.6583405,9.212891,9.920058461,-0.010116577,-0.012451172,-0.001739502,1.61E-02,-0.36200985,3.5872343,9.119819,9.806650786,0.13371573,0.13091515,0.6132752,0.641190412,0.1861255,-0.01939002,-0.19937314,0.27343797,-0.017581135,0.036613226,0.005380631,0.040970426,33.6,882,225,657,87
2018-02-15-15.18.01.,1,1C,H,Undefined,null,88,0.22984314,3.1603394,8.331818,8.914020652,-0.7739105,-0.61538696,0.055786133,9.90E-01,-0.07520908,3.720198,9.073305,9.806650457,0.14340168,0.1324059,0.64644766,0.675270273,0.19179395,-0.024602644,-0.14447674,0.241378826,0.4015498,-0.9408934,-2.1898756,2.417039051,33.6,882,225,657,23
2018-02-15-15.18.02.,1,1C,H,Undefined,null,105,0.5171509,3.485962,9.23204,9.881798353,0.036758423,-0.003921509,0.008926392,3.80E-02,0.46036357,3.541965,9.133068,9.806649875,0.1545359,0.10228279,0.64346266,0.669617285,0.17794873,-0.0517433,-0.150467,0.238712039,-0.005823821,-0.03815055,0.15009975,0.154981664,33.6,882,219,663,24
2018-02-15-15.18.04.,1,1C,H,Undefined,null,102,0.21069336,3.6391907,9.193741,9.890044197,-0.018630981,0.028030396,-0.001739502,3.37E-02,0.30503976,3.5942676,9.119132,9.806649645,0.15164071,0.10981229,0.64136714,0.668135804,0.18175687,-0.044923086,-0.15421061,0.242558355,-0.001460135,-0.027302027,-0.18381977,0.185841977,33.6,882,220,662,25
2018-02-15-15.18.05.,1,1C,H,Undefined,null,98,0.13407898,3.9264832,11.894394,12.52644627,-0.48416138,0.17077637,0.020629883,5.14E-01,0.32207522,3.8054862,9.032437,9.806649572,0.1602214,0.117485985,0.6441314,0.67407649,0.1930684,-0.046887588,-0.15014936,0.249035506,0.058147848,0.029887438,1.613697,1.615020879,33.6,882,220,662,26
2018-02-15-15.18.06.,1,1C,H,Undefined,null,90,0.19154358,3.715805,9.078812,9.811662605,0.026107788,0.007797241,0.004653931,2.76E-02,0.10103995,3.7575343,9.057654,9.806649227,0.15037332,0.12480382,0.6463971,0.675290559,0.19234993,-0.034491047,-0.14708541,0.244585866,0.07027261,-0.043071747,0.002212524,0.082451867,33.6,882,220,662,27
2018-02-15-15.18.07.,1,1C,H,Undefined,null,82,-0.15322876,3.964798,9.155426,9.978222661,-0.014373779,-7.32E-04,-0.021972656,2.63E-02,-0.17354809,3.8979733,8.997004,9.806650588,0.14757764,0.13964716,0.6406858,0.672130035,0.20190646,-0.022677569,-0.15245792,0.254015567,0.002685279,-0.005534172,0.098994255,0.099185182,33.6,882,220,662,28
2018-02-15-15.18.08.,1,1C,H,Undefined,null,75,-0.34477234,3.964798,9.097961,9.930326556,0.017578125,-7.32E-04,-0.002792358,1.78E-02,-0.33632335,3.9545174,8.967668,9.806650326,0.14554965,0.14694044,0.6342526,0.667122593,0.20626494,-0.015197696,-0.15431942,0.258051698,0.052115887,-0.007022858,0.08594322,0.100755264,33.6,882,220,662,29
2018-02-15-15.18.09.,1,1C,H,Undefined,null,75,-0.30645752,3.9839478,9.040512,9.884159727,0.038894653,-0.001785278,-0.003860474,3.91E-02,-0.32801658,3.9949794,8.950025,9.806650946,0.14763306,0.14791973,0.63331044,0.666901702,0.20835723,-0.0162183,-0.15541953,0.26044385,0.02476281,-0.050050735,0.003072739,0.055925974,33.6,882,220,662,30
2018-02-15-15.18.10.,1,1C,H,Undefined,null,95,0.0574646,4.0222626,9.25119,10.08793413,-0.10491943,-0.03161621,0.11437988,1.58E-01,0.25782752,3.8834646,9.001256,9.806649882,0.16174227,0.12207824,0.6404172,0.671712624,0.19793122,-0.043438427,-0.14608938,0.249811472,-0.25976923,0.20531559,-0.028532982,0.332338194,33.6,882,219,663,31
2018-02-15-15.18.11.,1,1C,H,Undefined,null,108,0.42138672,3.7349548,8.810669,9.578900895,0.2775116,0.15054321,-0.031555176,3.17E-01,0.6147871,3.5449362,9.122821,9.806650745,0.15937804,0.09728441,0.6476035,0.673985096,0.17737094,-0.05835378,-0.14304009,0.235214968,0.067023754,0.20297718,0.16706276,0.271296673,33.6,882,215,667,32
2018-02-15-15.18.12.,1,1C,H,Undefined,null,108,0.53630066,3.69664,9.23204,9.959082701,-0.021835327,-0.003921509,0.005722046,2.29E-02,0.5091454,3.6695356,9.07996,9.806650507,0.16085151,0.105724625,0.6465711,0.674614773,0.18482523,-0.05376375,-0.14199317,0.239192322,0.021878183,-0.010928869,0.057971,0.062918454,33.6,882,213,669,33
2018-02-15-15.18.13.,1,1C,H,Undefined,null,105,0.5171509,3.715805,9.193741,9.929729373,0.025039673,0.006729126,-0.012390137,2.87E-02,0.4868098,3.7181244,9.061399,9.806650023,0.16206506,0.108315006,0.6462568,0.675014871,0.18756458,-0.053073097,-0.1422663,0.24132328,0.08298096,-0.05833435,0.02336979,0.104090745,33.6,882,212,670,34
2018-02-15-15.18.14.,1,1C,H,Undefined,null,101,0.881073,3.8690338,9.117126,9.943223757,0.031433105,-0.10406494,-0.115722656,1.59E-01,0.52900845,3.6754313,9.076439,9.8066503,0.16216809,0.10455584,0.6437535,0.672048348,0.18496312,-0.054945935,-0.1425655,0.239906926,0.4819703,-0.026829481,0.103411674,0.493669085,33.6,882,212,670,35
2018-02-15-15.18.15.,1,1C,H,Undefined,null,108,0.59376526,3.7541046,9.34697,10.09017873,0.002670288,-0.015640259,-0.014511108,2.15E-02,0.501998,3.7076037,9.064881,9.806650536,0.16228232,0.10716419,0.645467,0.674127112,0.18683039,-0.0539826,-0.14338362,0.241616593,0.16297,-0.10838151,0.050289154,0.202076153,33.6,882,212,670,36
2018-02-15-15.18.16.,1,1C,H,Undefined,null,102,0.4980011,3.830719,9.289505,10.0606817,-0.052719116,-0.01777649,0.043014526,7.03E-02,0.36853442,3.9337332,8.97554,9.806650437,0.16760713,0.1195102,0.6399754,0.672267321,0.19972882,-0.049832057,-0.1472958,0.253122279,0.06842369,-0.10289526,0.20766449,0.241648042,33.6,882,212,670,37
2018-02-15-15.18.17.,1,1C,H,Undefined,null,108,0.59376526,3.9264832,9.078812,9.909321613,0.009063721,-0.002853394,0.007858276,1.23E-02,0.53862727,3.8891888,8.98635,9.806650559,0.17160264,0.11115482,0.6398507,0.671722992,0.19601467,-0.05832608,-0.14782666,0.252341839,0.048534513,-0.010386229,-0.017708778,0.052697946,33.6,882,212,670,38
2018-02-15-15.18.18.,1,1C,H,Undefined,null,134,1.3024445,4.060562,9.059662,10.01309148,0.07298279,-0.098724365,0.025970459,1.25E-01,1.183999,4.029469,8.861824,9.806650736,0.20060061,0.089062594,0.63121194,0.668282323,0.19822784,-0.094225675,-0.1534439,0.267801764,-0.028333187,-0.012127399,0.14108467,0.14441166,33.6,882,267,615,39
2018-02-15-15.18.19.,1,1C,H,Undefined,null,131,1.1492157,4.0222626,8.868118,9.805244006,0.004806519,-0.053985596,0.006790161,5.46E-02,1.1817979,4.0116663,8.870191,9.806650863,0.19937626,0.0894163,0.63465697,0.671219515,0.19802615,-0.0923678,-0.14578511,0.262677492,-0.048082113,0.015445709,-0.06094551,0.079150582,33.6,882,256,626,40
2018-02-15-15.18.20.,1,1C,H,Undefined,null,137,1.4365234,4.2712555,8.619125,9.7260752,-0.032485962,-0.004989624,-0.013458252,3.55E-02,1.3995736,4.239576,8.731414,9.806650874,0.21717565,0.08750174,0.6276976,0.669944844,0.20822929,-0.107062496,-0.15109916,0.278662469,0.018793464,-0.023319721,-0.22555923,0.227538942,33.6,882,248,634,41
2018-02-15-15.18.21.,1,1C,H,Undefined,null,139,1.3982086,4.1754913,9.002197,10.0214403,-0.002655029,-0.007125855,0.004653931,8.92E-03,1.3855371,4.1550183,8.774195,9.806650194,0.21318665,0.08480577,0.6273856,0.668021899,0.2037377,-0.105505995,-0.15118638,0.274768788,0.030561566,-0.021627903,0.13697338,0.141998177,33.6,882,249,633,42
2018-02-15-15.18.22.,1,1C,H,Undefined,null,137,1.3407593,4.213791,8.963898,9.995255747,-0.020767212,0.008865356,-0.002792358,2.28E-02,1.3393985,4.130077,8.793115,9.806650589,0.21037923,0.08611916,0.6289472,0.668767905,0.20264941,-0.103000715,-0.1519163,0.273412679,0.001982927,-0.011716366,-0.084929466,0.085756746,33.6,882,249,633,43
2018-02-15-15.18.23.,1,1C,H,Undefined,null,137,1.3982086,4.1563416,8.925583,9.944656589,-0.01651001,-0.013504028,-6.71E-04,2.13E-02,1.3276377,4.12109,8.799113,9.806650511,0.20974594,0.08588801,0.6276877,0.667354447,0.20223002,-0.10233831,-0.15211065,0.272961097,0.051553965,-0.023778439,4.32E-04,0.056775101,33.6,882,255,627,44
2018-02-15-15.18.24.,1,1C,H,Undefined,null,137,1.3215942,4.1754913,8.791504,9.822010049,0.009063721,-0.007125855,-0.011322022,1.62E-02,1.333898,4.113929,8.801517,9.806650661,0.20961224,0.0851505,0.6271078,0.666672402,0.20166734,-0.10255818,-0.15217966,0.272665629,0.045224786,-0.015768528,-0.044953346,0.065686612,33.6,882,256,626,45
2018-02-15-15.18.25.,1,1C,H,Undefined,null,137,1.2832947,4.1563416,8.906433,9.911940757,-0.001464844,-0.004257202,-0.002883911,5.35E-03,1.3154176,4.110473,8.805911,9.806649799,0.20905742,0.08554811,0.6261784,0.66567475,0.2016201,-0.101847015,-0.15331149,0.272997971,-0.032170057,0.005031109,-0.047139168,0.057291586,33.6,882,256,626,46
2018-02-15-15.18.26.,1,1C,H,Undefined,null,134,1.3024445,4.1563416,8.906433,9.914438257,0.005996704,-0.008529663,-0.006088257,1.21E-02,1.3123736,4.105883,8.808506,9.806649664,0.2087346,0.085563034,0.6264124,0.66579551,0.20141323,-0.10160648,-0.15313917,0.272658709,-0.029907107,-0.01204443,-0.01701355,0.036454962,33.6,882,256,626,47
2018-02-15-15.18.27.,1,1C,H,Undefined,null,139,1.493988,4.1563416,8.944733,9.975741781,0.011322022,0.013854981,-0.006088257,1.89E-02,1.4066912,4.1454935,8.775334,9.806649953,0.21375616,0.08301073,0.6252297,0.665953944,0.20268677,-0.107240625,-0.154606,0.276560109,0.08519566,-0.070943356,0.017679214,0.112266713,33.6,882,256,626,48
2018-02-15-15.18.28.,1,1C,H,Undefined,null,136,1.1875305,4.2904053,8.868118,9.92276792,0.025161743,0.01171875,-0.006088257,2.84E-02,1.2208196,4.2345943,8.760605,9.806650261,0.21114774,0.093176275,0.6241019,0.665408422,0.20891777,-0.09842172,-0.1546063,0.277914695,0.0438174,-0.008905888,-0.10298824,0.112275808,33.6,882,255,627,49
2018-02-15-15.18.29.,1,1C,H,Undefined,null,134,1.2066803,4.2904053,8.772354,9.839606175,-0.003601074,0.00958252,0.005630493,1.17E-02,1.2282633,4.21205,8.770427,9.806650075,0.21050157,0.092313394,0.6247496,0.665691172,0.20765464,-0.09855063,-0.15445094,0.276925566,-0.059129357,-0.003881455,-0.18689823,0.196067067,33.6,882,253,629,50
2018-02-15-15.18.30.,1,1C,H,Undefined,null,131,1.1300659,4.2904053,8.925583,9.967480046,-0.073898315,-0.029830933,-0.027389526,8.43E-02,1.1642474,4.2557087,8.758074,9.80665023,0.21075918,0.0950951,0.6199576,0.661672076,0.21019213,-0.096341975,-0.15763064,0.279839108,-0.030735016,-0.061003685,0.011080742,0.069201688,33.6,882,252,630,51
2018-02-15-15.18.31.,1,1C,H,Undefined,null,131,1.1300659,4.213791,8.906433,9.917541647,-0.008926392,0.029830933,0.012023926,3.34E-02,1.1089314,4.1333904,8.82359,9.806650067,0.20388275,0.092487484,0.6188624,0.658113045,0.20389318,-0.09246448,-0.15877792,0.274467734,-0.013760209,0.002563477,-0.11905193,0.119871918,33.6,882,237,645,52
2018-02-15-15.18.32.,1,1C,H,Undefined,null,126,1.0151367,4.462799,8.925583,10.03060862,0.007064819,0.03727722,-0.007156372,3.86E-02,0.9914305,4.4864874,8.663653,9.806650138,0.2152305,0.109327324,0.6158211,0.661447095,0.22399186,-0.090023786,-0.15907148,0.2891027,0.067659736,-0.04652977,-0.14344501,0.165285602,33.6,882,230,652,53
2018-02-15-15.18.34.,1,1C,H,Undefined,null,124,1.0343018,4.5202484,8.8489685,9.99032879,-0.062179565,-0.06391907,0.029067993,9.38E-02,1.05659,4.4053664,8.697515,9.806650943,0.21398808,0.10372703,0.61584264,0.660160853,0.21909797,-0.09244605,-0.1584675,0.285765885,-0.018472314,0.03179884,0.12099457,0.12645979,33.6,882,230,652,54
2018-02-15-15.18.35.,1,1C,H,Undefined,null,134,1.2066803,4.060562,8.963898,9.914419219,0.03475952,0.020233154,-0.003952026,4.04E-02,1.1929473,4.007962,8.870373,9.806650795,0.20109779,0.08541992,0.6218868,0.659151027,0.196986,-0.09451665,-0.15361384,0.267084431,-0.06187558,0.049105644,0.035226822,0.086492084,33.6,882,230,652,55
2018-02-15-15.18.36.,1,1C,H,Undefined,null,129,1.1875305,4.079727,8.9830475,9.937280487,-0.003601074,-0.018112183,0.002441406,1.86E-02,1.136802,4.076161,8.846637,9.806650473,0.20240028,0.08933748,0.6189945,0.657344088,0.20099013,-0.09246639,-0.15460402,0.269906407,-0.003769517,-0.016161442,0.029622078,0.033953924,33.6,882,230,652,56
2018-02-15-15.18.37.,1,1C,H,Undefined,null,129,1.2258301,4.1180267,8.925583,9.905899011,0.021972656,0.014907837,-7.63E-04,2.66E-02,1.1144301,4.0982075,8.839294,9.806649661,0.20277664,0.09057067,0.61730945,0.656042963,0.20229019,-0.091652,-0.15523829,0.270961873,0.056705236,-0.059622288,0.013711929,0.083416533,33.6,882,230,652,57
2018-02-15-15.18.38.,1,1C,H,Undefined,null,129,1.0917511,4.1754913,8.963898,9.948774569,0.011322022,0.005325317,0.003509522,1.30E-02,1.0972649,4.1240277,8.829428,9.806650475,0.20351052,0.09169486,0.6154761,0.654702458,0.20380652,-0.09103506,-0.15533961,0.271946455,-0.021581769,-0.008927345,0.005175591,0.023921893,33.6,882,229,653,58
2018-02-15-15.18.39.,1,1C,H,Undefined,null,126,1.1300659,4.060562,9.136276,10.06164757,6.71E-04,0.047943115,-0.020996094,5.23E-02,1.0622493,4.098313,8.845668,9.806650059,0.2012106,0.09225368,0.61584944,0.654421103,0.20262526,-0.0891036,-0.15602362,0.270813252,0.09114826,-0.09549904,0.031887054,0.135811841,33.6,882,229,653,59
2018-02-15-15.18.40.,1,1C,H,Undefined,null,113,0.61291504,4.711792,8.753204,9.959680164,0.01876831,-0.004257202,0.009902954,2.16E-02,0.70154786,4.557616,8.654845,9.806649529,0.21015757,0.1206627,0.6054585,0.652154649,0.22959821,-0.07752649,-0.16692229,0.294259657,-0.17507243,0.07119608,0.015446663,0.189625518,33.6,882,229,653,60
2018-02-15-15.18.41.,1,1C,H,Undefined,null,126,1.1300659,4.462799,8.868118,9.991853718,0.07524109,-0.012786865,0.024810791,8.03E-02,1.131417,4.439831,8.670535,9.806649832,0.21808244,0.10181247,0.61505437,0.660467719,0.22065797,-0.09610303,-0.15581612,0.286713089,-0.057231307,-0.045960426,-0.03279209,0.080393435,33.6,882,229,653,61
2018-02-15-15.18.42.,1,1C,H,Undefined,null,129,1.1683655,4.577713,8.906433,10.08191862,-0.033416748,-0.013854981,0.005630493,3.66E-02,1.1761181,4.5170302,8.624592,9.806650946,0.22338854,0.10181254,0.6113245,0.658776045,0.22439753,-0.09956898,-0.15721558,0.291521821,-0.044990897,0.02952671,0.1300478,0.140742452,33.6,882,229,653,62
2018-02-15-15.18.43.,1,1C,H,Undefined,null,136,1.2641449,4.443634,8.906433,10.03336904,-0.038742065,0.004257202,-0.005020142,3.93E-02,1.2538968,4.386716,8.680717,9.806649891,0.22031799,0.09416251,0.6122215,0.657435746,0.21685226,-0.10189058,-0.15547523,0.285620623,0.029693127,-0.028193474,-0.058042526,0.071031603,33.6,882,230,652,63
2018-02-15-15.18.44.,1,1C,H,Undefined,null,131,1.1492157,4.5010986,8.906433,10.04515476,-0.13781738,-0.020233154,0.05783081,1.51E-01,1.1626662,4.451543,8.66039,9.806649924,0.22041732,0.09929347,0.609182,0.655397358,0.22080904,-0.09841929,-0.1582455,0.288937064,-0.048713923,0.00701046,-0.1804409,0.18703238,33.6,882,228,654,64
2018-02-15-15.18.45.,1,1C,H,Undefined,null,136,1.2832947,4.2712555,9.212891,10.23561573,0.015579224,-0.0234375,0.006698608,2.89E-02,1.2112162,4.2809362,8.739389,9.80664976,0.21435735,0.092011295,0.6123411,0.655268475,0.21132134,-0.098784834,-0.15641513,0.280857339,0.015231967,-0.036864758,0.37808704,0.380185261,33.6,882,228,654,65
2018-02-15-15.18.46.,1,1C,H,Undefined,null,129,1.3215942,5.0182495,8.523361,9.9788337,0.017715454,-0.014907837,0.002441406,2.33E-02,1.3618191,4.9250603,8.370163,9.806650747,0.24732566,0.109865844,0.6111495,0.668389256,0.2465148,-0.11167336,-0.14917597,0.309020964,-0.041317225,-0.01838684,0.1244545,0.132416432,33.6,882,228,654,66
2018-02-15-15.18.47.,1,1C,H,Undefined,null,126,1.3790588,5.0373993,8.504211,9.97991982,-0.027038574,-0.027694702,0.005630493,3.91E-02,1.3223308,4.9671683,8.351591,9.806650391,0.24817212,0.11224072,0.6086928,0.666854036,0.24934036,-0.109621026,-0.14761984,0.30980478,0.07351184,0.008502007,-0.04082966,0.084518258,33.6,882,228,654,67
2018-02-15-15.18.48.,1,1C,H,Undefined,null,126,1.2449799,5.0182495,8.523361,9.968976163,0.008117676,0.019180298,-0.001815796,2.09E-02,1.2990533,4.926169,8.379481,9.806649903,0.24539934,0.11200233,0.6099693,0.6669542,0.24715853,-0.10806489,-0.148037,0.307701662,-0.05693376,0.008557797,-0.03650856,0.068173044,33.6,882,228,654,68
2018-02-15-15.18.49.,1,1C,H,Undefined,null,126,1.2641449,4.9799347,8.485046,9.919365784,-0.003601074,0,-0.001815796,4.03E-03,1.283917,4.8917956,8.401921,9.806649965,0.2433929,0.11127057,0.60994625,0.666074824,0.24528976,-0.10702418,-0.14850461,0.306063491,-0.041106224,0.006854534,-0.056485176,0.070194597,33.6,882,228,654,69
2018-02-15-15.18.50.,1,1C,H,Undefined,null,126,1.1300659,5.056549,8.389282,9.860313849,0.008117676,0.001068115,-0.017807007,1.96E-02,1.2977899,4.8782887,8.407641,9.806650114,0.24335803,0.110029444,0.6094192,0.665373106,0.24449168,-0.10748688,-0.1479999,0.305341745,0.001652956,0.07584524,-0.2001648,0.214058823,33.6,882,228,654,70
