mem,temp,acc,rot,class
666.25,27.32,583.910175542,0.160625,1
666.1,27.3183333333,583.929313383,0.159975,1
665.9,27.3166666667,584.291977282,0.141595,1
665.75,27.315,584.330233031,0.139835,1
665.566666667,27.3133333333,584.331268135,0.138605,1
665.466666667,27.3116666667,584.312132331,0.137353,1
665.4,27.31,584.332173538,0.136923,1
665.35,27.3083333333,584.428848819,0.132053,1
665.316666667,27.3066666667,584.487960853,0.131103,1
665.283333333,27.305,584.526200696,0.131123,1
665.216666667,27.3033333333,584.583411713,0.132713,1
665.15,27.3016666667,584.564784926,0.132663,1
665.033333333,27.3,584.583187007,0.130349,1
664.433333333,27.3,584.563766289,0.129175,1
663.866666667,27.3,584.525209508,0.129705,1
663.316666667,27.3,584.545329058,0.130465,1
662.75,27.3,584.54640168,0.131488,1
662.166666667,27.3,584.567574166,0.129119,1
661.516666667,27.3,584.586694111,0.129589,1
661.116666667,27.3,584.585751361,0.128449,1
660.516666667,27.3,584.605775272,0.127279,1
659.883333333,27.3,584.910565601,0.113499,1
659.95,27.3,584.910697859,0.113629,1
659.816666667,27.3,584.891562055,0.112709,1
659.716666667,27.3,584.911600782,0.114116,1
659.6,27.3,584.892596716,0.113806,1
659.483333333,27.3,584.891729292,0.112657,1
659.483333333,27.3,584.912034248,0.112627,1
659.483333333,27.3,584.854659287,0.113237,1
659.483333333,27.3,584.83446882,0.112667,1
659.483333333,27.3,584.83446882,0.112497,1
659.483333333,27.3,584.81621072,0.111253,1
659.466666667,27.3,584.81621072,0.111843,1
659.466666667,27.3,584.780571512,0.112143,1
659.466666667,27.3,584.762661145,0.111113,1
659.466666667,27.3,584.76221031,0.264165,1
659.5,27.3,584.743375943,0.263825,1
659.55,27.3,584.725497968,0.263935,1
659.6,27.3,584.727605694,0.264125,1
659.65,27.3,584.728678316,0.267705,1
659.7,27.3,584.729920286,0.266665,1
659.766666667,27.3,584.673762695,0.268687,1
659.85,27.3,584.695008262,0.271077,1
659.933333333,27.3,584.695177628,0.270847,1
660.033333333,27.3,584.733433377,0.271879,1
660.116666667,27.3,584.732228907,0.271869,1
660.183333333,27.3,584.732228907,0.271149,1
660.266666667,27.3,584.713093103,0.270959,1
660.333333333,27.3,584.713093103,0.268865,1
660.4,27.3,584.692065193,0.273937,1
660.466666667,27.3,584.672628026,0.273887,1
660.55,27.3,584.652606925,0.273847,1
660.633333333,27.3,584.633471121,0.271543,1
660.833333333,27.3,584.633471121,0.271253,1
661.033333333,27.3,584.653547824,0.269089,1
661.2,27.3,584.656766577,0.268299,1
661.366666667,27.3,584.636593632,0.271326,1
661.533333333,27.3,584.597267361,0.272486,1
661.7,27.3,584.500717754,0.265036,1
661.866666667,27.3,584.502016482,0.264866,1
662.016666667,27.3,584.484047534,0.265526,1
662.183333333,27.3,584.503038012,0.265686,1
662.183333333,27.3,584.49976336,0.266226,1
662.216666667,27.3,584.673542585,0.593586,1
662.25,27.3,584.673711951,0.594376,1
662.316666667,27.3,584.73215669,0.600788,1
662.4,27.3,584.732288428,0.599888,1
662.483333333,27.3,584.713322323,0.599588,1
662.366666667,27.3,584.636825767,0.601818,1
662.25,27.3,584.579280754,0.601588,1
662.116666667,27.3,584.581252888,0.600208,1
661.983333333,27.3,584.619131358,0.599243,1
661.833333333,27.3,584.600729277,0.600817,1
661.683333333,27.3,584.563852862,0.605181,1
661.5,27.3,584.563984859,0.604951,1
661.333333333,27.3,584.54683889,0.604291,1
661.2,27.3,584.469441889,0.607341,1
661.033333333,27.3,584.469310151,0.60975,1
660.916666667,27.3,584.431054402,0.61038,1
660.583333333,27.3,584.450359572,0.61045,1
660.45,27.3,584.448247699,0.61358,1
660.35,27.3,584.370379169,0.68096,1
660.2,27.3,584.409706807,0.67927,1
660.083333333,27.3,584.428842611,0.68096,1
659.966666667,27.3,584.427769989,0.69283,1
659.866666667,27.3,584.447075159,0.6932,1
659.766666667,27.3,584.468320357,0.695469,1
659.633333333,27.3,584.449184553,0.696489,1
659.5,27.3,584.467436341,0.695669,1
659.35,27.3,584.450356514,0.695369,1
659.2,27.3,584.469475726,0.696949,1
659.05,27.3,584.469607478,0.698953,1
657.183333333,27.3,584.451425975,0.696413,1
655.466666667,27.3,584.468074705,0.697443,1
653.733333333,27.3,584.543362155,0.697511,1
651.966666667,27.3,584.467319269,0.566011,1
650.316666667,27.3,584.369345477,0.566311,1
648.716666667,27.3,584.387223452,0.566171,1
647.166666667,27.3,584.405270775,0.566351,1
645.633333333,27.3,584.404198153,0.563551,1
644.1,27.3,584.346527544,0.729421,1
642.55,27.3,584.344288066,0.733711,1
641.016666667,27.3,584.30482817,0.731711,1
639.483333333,27.3,584.304527066,0.733591,1
637.966666667,27.3,584.265234176,0.734611,1
636.416666667,27.3,584.247001479,0.734551,1
634.883333333,27.3,584.284169362,0.737421,1
633.35,27.3,584.30213831,0.738441,1
631.816666667,27.3,584.322067956,0.740375,1
630.283333333,27.3,584.343227863,0.736815,1
628.733333333,27.3,584.343227863,0.881225,1
627.183333333,27.3,584.341891641,0.887265,1
625.633333333,27.3,584.34206134,0.891179,1
623.983333333,27.3,584.34206134,0.894339,1
622.333333333,27.3,583.999554454,1.034683,1
620.7,27.3,584.282933658,1.061133,1
619.066666667,27.3,584.302974865,1.058933,1
617.433333333,27.3,584.320849695,1.058703,1
615.8,27.3,584.338805069,1.057622,1
614.166666667,27.3,584.339539051,1.058322,1
612.55,27.3,584.358261001,1.070052,1
610.933333333,27.3,584.301918353,1.070232,1
609.45,27.3,584.322037903,1.073792,1
607.95,27.3,584.129006995,0.748792,1
606.466666667,27.3,584.090582613,0.752732,1
604.95,27.3,583.993671385,0.901372,1
603.433333333,27.3,584.009672204,0.902772,1
601.916666667,27.3,584.009502505,0.915942,1
600.583333333,27.3,584.047758041,0.915412,1
599.283333333,27.3,584.047626044,0.917272,1
598.45,27.3,584.027567042,0.917672,1
597.5,27.3,583.990254043,0.918127,1
596.633333333,27.3,584.009390106,0.918987,1
595.766666667,27.3,584.025998999,0.916507,1
594.916666667,27.3,584.025867002,0.914757,1
593.983333333,27.3,584.043914568,0.916877,1
593.05,27.3,584.102045893,0.913847,1
592.15,27.3,584.121072173,0.911827,1
591.233333333,27.3,584.119903021,0.911247,1
590.283333333,27.3,584.118566799,0.910437,1
589.333333333,27.3,584.157728209,0.907627,1
588.383333333,27.3,584.177018998,0.839897,1
587.45,27.3,584.17790423,0.840057,1
586.55,27.3,584.177772492,0.844267,1
585.633333333,27.3,584.159579438,0.831487,1
584.7,27.3,584.140142271,0.830667,1
583.75,27.3,584.118501041,0.829717,1
582.8,27.3,584.137505107,0.828197,1
581.85,27.3,584.138146241,0.829507,1
580.916666667,27.3,584.137033014,0.828655,1
579.983333333,27.3,584.155942972,0.827345,1
579.05,27.3,584.137710275,0.827605,1
579.833333333,27.3,584.099458219,0.828225,1
580.45,27.3,584.081225522,0.828345,1
581.083333333,27.3,584.157854107,0.841827,1
581.766666667,27.3,584.215058848,0.821697,1
582.3,27.3,584.331772899,0.824457,1
582.766666667,27.3,584.36876054,0.824037,1
583.183333333,27.3,584.348473739,0.825137,1
583.583333333,27.3,584.347438635,0.825457,1
583.983333333,27.3,584.421728714,0.660527,1
584.383333333,27.3,584.403627769,0.656097,1
584.783333333,27.3,584.461134988,0.658787,1
585.183333333,27.3,584.441998925,0.655547,1
585.583333333,27.3,584.462040132,0.654407,1
585.983333333,27.3,584.480141077,0.657567,1
586.366666667,27.3,584.460795114,0.652667,1
586.75,27.3,584.460795114,0.652657,1
587.15,27.3,584.442841471,0.652477,1
587.4,27.3,584.480871817,0.651357,1
587.666666667,27.3,584.081204321,0.550457,1
587.833333333,27.3,584.082145331,0.543553,1
588.016666667,27.3,584.081843635,0.541263,1
588.2,27.3,584.043455889,0.537033,1
588.383333333,27.3,584.36471692,0.398423,1
588.533333333,27.3,584.077987211,0.373633,1
588.683333333,27.3,584.076952093,0.374473,1
588.833333333,27.3,584.076952093,0.374613,1
589,27.3,584.058864981,0.376224,1
589.166666667,27.3,584.077985184,0.375814,1
589.35,27.3,584.0782673,0.364214,1
589.516666667,27.3,584.136845041,0.364994,1
589.7,27.3,584.136713547,0.361604,1
589.883333333,27.3,584.135678429,0.359527,1
590.066666667,27.3,584.155740391,0.356647,1
590.25,27.3,584.230302421,0.20157,1
590.433333333,27.3,584.234360604,0.20025,1
590.6,27.3,584.272484873,0.1875,1
590.783333333,27.3,584.272616611,0.18556,1
591.216666667,27.3,584.30997128,0.19218,1
591.316666667,27.3,584.330030282,0.19463,1
591.533333333,27.3,584.386163849,0.27344,1
591.733333333,27.3,584.367027786,0.27066,1
591.933333333,27.3,584.967319519,0.41012,1
591.95,27.3,584.985326346,0.40939,1
592.133333333,27.3,584.946164936,0.41055,1
592.366666667,27.3,584.946070653,0.41273,1
592.616666667,27.3,584.946070653,0.41329,1
592.866666667,27.3,584.947013515,0.41288,1
593.166666667,27.3,584.909793097,0.4267,1
593.483333333,27.3,584.761153752,0.50361,1
593.816666667,27.3,584.798280052,0.50316,1
594.15,27.3,584.79619046,0.51312,1
594.5,27.3,584.756895726,0.50838,1
594.85,27.3,584.755820979,0.50836,1
595.166666667,27.3,584.775935581,0.51068,1
595.55,27.3,584.796203103,0.51123,1
595.983333333,27.3,584.797407463,0.51234,1
596.433333333,27.3,584.797407463,0.51131,1
596.883333333,27.3,584.814433661,0.512462,1
597.25,27.3,585.11943496,0.531632,1
597.616666667,27.3,585.156564201,0.534472,1
598.016666667,27.3,585.174625517,0.535192,1
598.416666667,27.3,585.19376158,0.534672,1
598.816666667,27.3,585.078891975,0.522152,1
599.2,27.3,585.059529881,0.520628,1
599.566666667,27.3,585.040619923,0.518748,1
600,27.3,584.984286491,0.520428,1
600.45,27.3,585.003408721,0.519118,1
601.133333333,27.3,584.965962072,0.518298,1
601.833333333,27.3,584.928832831,0.517151,1
