mem,temp,acc,rot,class
688.761904762,27.4,204.840818583,0.044346,1
688.80952381,27.4,204.842828297,0.044356,1
688.904761905,27.4,204.842828297,0.041956,1
689.095238095,27.4,204.822751594,0.042546,1
689.476190476,27.4,204.821906451,0.041606,1
689.80952381,27.4,204.803952808,0.040826,1
690.476190476,27.4,204.823204491,0.04259,1
691.142857143,27.4,204.842550282,0.043224,1
691.523809524,27.4,204.843620819,0.043824,1
691.80952381,27.4,204.841513064,0.041373,1
692.095238095,27.4,204.784269583,0.042491,1
692.380952381,27.4,204.803483894,0.044701,1
692.666666667,27.4,204.80474735,0.046421,1
692.857142857,27.4,204.784516503,0.069391,1
693.047619048,27.4,204.725939767,0.103971,1
693.238095238,27.4,204.724057192,0.104251,1
693.428571429,27.4,204.743477936,0.107681,1
693.571428571,27.4,204.762898654,0.107631,1
693.714285714,27.4,204.764197122,0.108599,1
693.857142857,27.4,204.72608784,0.107389,1
693.952380952,27.4,204.746597611,0.107729,1
694,27.4,204.746597611,0.106919,1
694.047619048,27.4,204.707666418,0.107349,1
694.142857143,27.4,204.706894885,0.107719,1
694.238095238,27.4,204.708139298,0.107029,1
694.142857143,27.4,204.690091975,0.106979,1
694.047619048,27.4,204.689320442,0.106889,1
693.619047619,27.4,204.690390964,0.105729,1
691.19047619,27.4,204.691630502,0.106629,1
688.904761905,27.4,204.67070578,0.107559,1
686.714285714,27.4,204.672042002,0.107274,1
684.523809524,27.4,204.692405627,0.108364,1
682.333333333,27.4,204.692706142,0.106464,1
680.095238095,27.4,204.692875841,0.103744,1
677.952380952,27.4,204.675246041,0.079864,1
675.80952381,27.4,204.713633787,0.049244,1
673.666666667,27.4,204.731720341,0.049374,1
671.523809524,27.4,204.674175328,0.045044,1
669.476190476,27.4,204.655827247,0.044708,1
667.476190476,27.4,204.674813627,0.043869,1
665.476190476,27.4,204.655451533,0.062709,1
663.380952381,27.4,204.633904607,0.062729,1
661.333333333,27.4,204.632740036,0.064629,1
659.285714286,27.4,204.671896608,0.063529,1
657.19047619,27.4,204.670466268,0.086789,1
655.095238095,27.4,204.68920446,0.086849,1
653,27.4,204.667826882,0.085631,1
650.952380952,27.4,204.66961537,0.085301,1
648.904761905,27.4,204.648258047,0.084385,1
648.857142857,27.4,204.646887029,0.082746,1
648.857142857,27.4,204.648825371,0.08079,1
648.80952381,27.4,204.610400989,0.084656,1
648.761904762,27.4,204.648482847,0.084066,1
648.761904762,27.4,204.629062129,0.085346,1
648.761904762,27.4,204.668218701,0.091436,1
648.714285714,27.4,204.66687985,0.092086,1
648.666666667,27.4,204.648832527,0.088996,1
648.666666667,27.4,204.630444869,0.087296,1
648.666666667,27.4,204.650521572,0.087966,1
648.619047619,27.4,204.59197838,0.219282,1
648.619047619,27.4,204.553726324,0.220931,1
648.619047619,27.4,204.592076883,0.201175,1
648.714285714,27.4,204.516618878,0.305295,1
648.857142857,27.4,204.479395703,0.303955,1
648.952380952,27.4,204.441012182,0.303845,1
649.095238095,27.4,204.461092522,0.343545,1
649.238095238,27.4,204.346352958,0.400575,1
649.380952381,27.4,204.386716916,0.402023,1
649.476190476,27.4,204.385831684,0.405233,1
649.571428571,27.4,204.368032435,0.405569,1
649.666666667,27.4,204.349984869,0.406348,1
649.761904762,27.4,204.348780509,0.406348,1
649.952380952,27.4,204.424113736,0.456598,1
650.142857143,27.4,204.366612859,0.461398,1
650.285714286,27.4,204.387912466,0.462058,1
650.380952381,27.4,204.348359905,0.456848,1
650.571428571,27.4,204.350471807,0.461338,1
650.761904762,27.4,204.332319358,0.462418,1
650.904761905,27.4,204.314258042,0.462818,1
651.047619048,27.4,204.294049342,0.462108,1
651.19047619,27.4,204.314473467,0.332178,1
651.285714286,27.4,204.332534783,0.330322,1
651.380952381,27.4,204.331501692,0.331108,1
651.476190476,27.4,204.426097797,0.226838,1
651.428571429,27.4,204.463227038,0.226998,1
651.428571429,27.4,204.481288354,0.225356,1
651.380952381,27.4,204.461208014,0.162116,1
651.333333333,27.4,204.593995319,0.106686,1
651.285714286,27.4,204.592924782,0.107046,1
651.238095238,27.4,204.590591186,0.103096,1
651.19047619,27.4,204.627418731,0.105346,1
651.142857143,27.4,204.624219257,0.105776,1
651.047619048,27.4,204.624125149,0.106782,1
650.904761905,27.4,203.557398018,0.133482,1
650.80952381,27.4,203.576817037,0.133292,1
650.714285714,27.4,203.534250344,0.131292,1
650.666666667,27.4,203.553386592,0.128956,1
650.80952381,27.4,203.626620572,0.152796,1
651.095238095,27.4,203.661505437,0.164926,1
651.428571429,27.4,203.660336397,0.165796,1
649.904761905,27.4,203.659148314,0.166046,1
649.047619048,27.4,203.674927658,0.165626,1
648.523809524,27.4,203.636520913,0.16564,1
648.333333333,27.4,203.598166279,0.16538,1
648.333333333,27.4,203.578933875,0.16516,1
648.476190476,27.4,203.502372034,0.16657,1
648.523809524,27.4,203.481048317,0.167542,1
648.761904762,27.4,203.461853407,0.167025,1
649.047619048,27.4,203.458865732,0.165895,1
649.333333333,27.4,203.456686652,0.166335,1
649.619047619,27.4,203.456686652,0.166323,1
649.904761905,27.4,203.398245975,0.165053,1
650.19047619,27.4,203.381142456,0.164873,1
650.666666667,27.4,203.380201446,0.164413,1
650.19047619,27.4,204.40962452,0.084533,1
650.523809524,27.4,204.426349055,0.079013,1
651.380952381,27.4,204.428385785,0.079263,1
652.238095238,27.4,204.389033934,0.080939,1
652.714285714,27.4,204.313537124,0.053759,1
653,27.4,204.256211125,0.039229,1
653.238095238,27.4,204.274312245,0.038949,1
655.333333333,27.4,204.274312245,0.037779,1
656.761904762,27.4,204.313572509,0.037809,1
657.857142857,27.4,204.371099457,0.039911,1
658.619047619,27.4,204.409360157,0.039418,1
659.19047619,27.4,204.44662521,0.039978,1
659.619047619,27.4,204.523130649,0.040668,1
660.142857143,27.4,204.563480646,0.042948,1
660.428571429,27.4,204.544415569,0.043905,1
661,27.4,204.489214501,0.045305,1
661.571428571,27.4,207.112496819,0.334275,1
662.333333333,27.4,207.093283054,0.335197,1
663.142857143,27.4,207.094284594,0.3337,1
664.142857143,27.4,204.701622115,0.71878,1
665,27.4,204.682314232,0.72124,1
666.761904762,27.4,204.719749525,0.72157,1
667.714285714,27.4,204.700913153,0.72504,1
668.142857143,27.4,204.680981046,0.72607,1
668.428571429,27.4,204.699386257,0.72646,1
668.857142857,27.4,204.71797886,0.72502,1
669.333333333,27.4,204.756464717,0.723853,1
669.857142857,27.4,204.775812559,0.724443,1
670.428571429,27.4,204.813359687,0.727983,1
669.428571429,27.4,204.794632527,0.727803,1
669.714285714,27.4,204.755471117,0.727403,1
670.142857143,27.4,204.376187748,0.746326,1
670.380952381,27.4,204.340186151,0.746656,1
670.761904762,27.4,204.321346009,0.745126,1
670.904761905,27.4,204.302451467,0.743376,1
671,27.4,204.321799483,0.743936,1
670.714285714,27.4,204.264418403,0.747196,1
670.428571429,27.4,201.603323948,0.457816,1
669.952380952,27.4,201.623968053,0.457936,1
669.523809524,27.4,201.624421601,0.458893,1
668.904761905,27.4,204.036314436,0.073643,1
668.285714286,27.4,204.037521374,0.072663,1
669.095238095,27.3952380952,204.019600907,0.072543,1
669.80952381,27.3904761905,204.058893115,0.070093,1
670.476190476,27.3857142857,204.096154634,0.069153,1
671.238095238,27.380952381,204.11732712,0.06708,1
672.047619048,27.3761904762,204.098017915,0.06876,1
672.952380952,27.3714285714,204.099053019,0.069357,1
673.80952381,27.3666666667,204.062773097,0.069217,1
674.619047619,27.3619047619,204.00759687,0.067667,1
677,27.3571428571,203.723862728,0.081767,1
676.19047619,27.3523809524,203.705648399,0.082507,1
675.761904762,27.3476190476,204.067070328,0.065087,1
675.476190476,27.3428571429,204.067240027,0.06341,1
675.19047619,27.3380952381,204.068143393,0.06385,1
675.142857143,27.3333333333,204.049007589,0.06349,1
674.952380952,27.3285714286,204.048875578,0.06287,1
674.80952381,27.3238095238,204.164670804,0.05755,1
674.666666667,27.319047619,204.205864023,0.05726,1
674.523809524,27.3142857143,204.167439641,0.05716,1
674.285714286,27.3095238095,204.223655034,0.0576,1
674.095238095,27.3047619048,204.262027277,0.05899,1
673.904761905,27.3,204.299250452,0.05754,1
672.333333333,27.3,204.260693671,0.05759,1
670.80952381,27.3,204.260693671,0.056048,1
669.333333333,27.3,204.262594615,0.056108,1
667.904761905,27.3,204.28171456,0.057061,1
666.428571429,27.3,204.301851942,0.055181,1
664.857142857,27.3,204.301851942,0.055091,1
663.285714286,27.3,204.320044996,0.054301,1
661.714285714,27.3,204.415360192,0.052609,1
660.095238095,27.3,204.679787109,0.038679,1
660.380952381,27.3,204.718174383,0.037439,1
660.047619048,27.3,204.699038579,0.035907,1
659.904761905,27.3,204.71817405,0.036824,1
659.761904762,27.3,204.71937841,0.036984,1
659.571428571,27.3,204.738514214,0.037044,1
659.666666667,27.3,204.757784066,0.037954,1
659.761904762,27.3,204.71939632,0.037422,1
659.857142857,27.3,204.699375219,0.037732,1
659.952380952,27.3,204.757820702,0.037552,1
660.047619048,27.3,204.740729458,0.038612,1
660.095238095,27.3,204.721608898,0.037142,1
660.142857143,27.3,204.68451772,0.038442,1
660.238095238,27.3,204.702750417,0.038202,1
660.333333333,27.3,204.683461437,0.037977,1
660.428571429,27.3,204.703783642,0.036567,1
660.523809524,27.3,204.781213304,0.044217,1
660.619047619,27.3,204.78008396,0.044967,1
660.714285714,27.3,204.778917104,0.044967,1
660.761904762,27.3,204.777882,0.044547,1
660.80952381,27.3,204.721893757,0.045119,1
660.857142857,27.3,204.761186647,0.044089,1
660.857142857,27.3,204.761186647,0.043419,1
660.952380952,27.3,204.761186647,0.043419,1
660.904761905,27.3,204.760885543,0.043809,1
660.80952381,27.3,204.759812921,0.042679,1
660.80952381,27.3,204.797922203,0.042449,1
660.761904762,27.3,204.837366516,0.041749,1
660.714285714,27.3,204.874721185,0.043851,1
660.666666667,27.3,204.855793294,0.042911,1
660.476190476,27.3,204.834737107,0.041817,1
660.285714286,27.3,204.834605369,0.039513,1
660.142857143,27.3,204.796217623,0.040863,1
660,27.3,204.833440295,0.040793,1
659.714285714,27.3,204.835548021,0.040823,1
659.428571429,27.3,204.835548021,0.040791,1
659.047619048,27.3,204.834477499,0.041721,1
659.380952381,27.3,204.718792088,0.034291,1
659.142857143,27.3,204.702895464,0.033831,1
658.80952381,27.3,204.724252787,0.034641,1
658.619047619,27.3,204.687032875,0.036161,1
658.380952381,27.3,204.666655101,0.036201,1
658.238095238,27.3,204.648607778,0.037691,1
658.142857143,27.3,204.629471974,0.039051,1
658.047619048,27.3,204.62860455,0.038794,1
658.047619048,27.3,204.628736288,0.038574,1
658.047619048,27.3,204.590481272,0.038734,1
658,27.3,204.55237199,0.038824,1
657.952380952,27.3,204.475707765,0.038534,1
657.904761905,27.3,204.456454041,0.03614,1
657.857142857,27.3,204.513453071,0.03817,1
658,27.3,204.496634957,0.039334,1
658.142857143,27.3,204.459588527,0.039528,1
658.238095238,27.3,204.497694473,0.190508,1
658.428571429,27.3,204.4606415,0.189468,1
658.761904762,27.3,204.460810848,0.189508,1
659.095238095,27.3,204.46188347,0.190187,1
659.523809524,27.3,204.443836147,0.193207,1
659.238095238,27.3,204.464213921,0.192517,1
659.571428571,27.3,204.483347615,0.194017,1
660,27.3,204.46422977,0.196257,1
660.333333333,27.3,204.502654152,0.194657,1
660.666666667,27.3,204.540909901,0.195077,1
661.047619048,27.3,204.538802175,0.194577,1
661.428571429,27.3,204.559010601,0.194327,1
661.80952381,27.3,204.559878025,0.195346,1
662.095238095,27.3,204.558842921,0.194192,1
662.380952381,27.3,204.556802226,0.198122,1
662.666666667,27.3,204.537534425,0.198952,1
663,27.3,204.575958807,0.198902,1
663.333333333,27.3,204.557989859,0.198902,1
664,27.3,204.538869299,0.196552,1
664.619047619,27.3,204.557494032,0.195388,1
665.19047619,27.3,204.596855849,0.195388,1
665.761904762,27.3,204.557844759,0.045138,1
666.238095238,27.3,204.55767506,0.045228,1
666.666666667,27.3,204.55643309,0.045318,1
667.095238095,27.3,204.554494748,0.045708,1
667.476190476,27.3,204.534286322,0.042788,1
667.857142857,27.3,204.550999726,0.043568,1
667.714285714,27.3,204.547894422,0.042658,1
667.619047619,27.3,204.73972097,0.366598,1
667.476190476,27.3,204.73972097,0.366948,1
667.476190476,27.3,204.75990996,0.372328,1
667.428571429,27.3,204.760945064,0.371828,1
667.380952381,27.3,204.740906337,0.371118,1
666.80952381,27.3,204.721654867,0.373308,1
666.238095238,27.3,204.703554167,0.374472,1
665.619047619,27.3,204.76390888,0.370122,1
665,27.3,204.802296626,0.368267,1
664.142857143,27.3,204.782859459,0.368787,1
663.285714286,27.3,204.76498711,0.373151,1
662.047619048,27.3,204.726731361,0.374561,1
660.857142857,27.3,204.726731361,0.375995,1
659.714285714,27.3,204.648223333,0.379865,1
658.476190476,27.3,204.66826454,0.379215,1
657.285714286,27.3,204.66826454,0.379615,1
656.19047619,27.3,204.668433906,0.379705,1
655.095238095,27.3,204.649126681,0.382545,1
654.047619048,27.3,204.610584422,0.450075,1
652.952380952,27.3,204.59370167,0.449745,1
652.380952381,27.3,204.595734352,0.450935,1
651.80952381,27.3,204.402835182,0.136935,1
651.333333333,27.3,204.402835182,0.137875,1
650.761904762,27.3,204.364768217,0.133475,1
650.142857143,27.3,204.345632413,0.135175,1
649.523809524,27.3,204.34459529,0.134815,1
649.380952381,27.3,204.365902737,0.132375,1
649.238095238,27.3,204.365902737,0.133895,1
649.142857143,27.3,204.344808631,0.134885,1
644.142857143,27.3,204.345747688,0.13534,1
639.80952381,27.3,204.363980385,0.13596,1
635.428571429,27.3,204.43909782,0.131858,1
631,27.3,204.401028883,0.151568,1
626.952380952,27.3,204.283148087,0.151488,1
623.095238095,27.3,204.378592411,0.148338,1
619.476190476,27.3,204.397844094,0.146788,1
615.857142857,27.3,204.416979898,0.146378,1
612.142857143,27.3,204.360381893,0.311488,1
608.428571429,27.3,204.379387982,0.314148,1
604.761904762,27.3,204.398678771,0.247008,1
601.142857143,27.3,204.397474411,0.248978,1
597.476190476,27.3,204.377301466,0.248728,1
593.761904762,27.3,204.358033665,0.236298,1
590.047619048,27.3,204.396104804,0.238548,1
586.333333333,27.3,204.393695978,0.238318,1
582.619047619,27.3,204.431726324,0.238078,1
578.904761905,27.3,204.432593748,0.239268,1
575.19047619,27.3,204.430405774,0.384808,1
571.523809524,27.3,204.448374722,0.389218,1
567.857142857,27.3,204.430443721,0.391128,1
569.142857143,27.3,204.429504664,0.394478,1
569.952380952,27.3,204.088973781,0.532628,1
570.80952381,27.3,204.336427352,0.55901,1
571.761904762,27.3,204.393500355,0.53806,1
572.285714286,27.3,204.509179278,0.53762,1
572.619047619,27.3,204.508014707,0.536769,1
572.80952381,27.3,204.488763024,0.537679,1
572.952380952,27.3,204.48834917,0.549289,1
573.095238095,27.3,204.506390535,0.384379,1
573.142857143,27.3,204.525644259,0.382739,1
573.142857143,27.3,204.563899795,0.383679,1
573.142857143,27.3,204.525776517,0.386089,1
573.142857143,27.3,204.488347169,0.539089,1
573.19047619,27.3,204.523615789,0.540049,1
573.19047619,27.3,204.46623948,0.549639,1
573.19047619,27.3,204.467274598,0.550279,1
573.285714286,27.3,204.429112255,0.551369,1
574.666666667,27.3,204.448248059,0.550979,1
575.761904762,27.3,204.449322806,0.405169,1
576.857142857,27.3,204.450357924,0.400509,1
577.952380952,27.3,204.448924769,0.398479,1
579,27.3,204.410537023,0.394979,1
579.857142857,27.3,204.771091475,0.258189,1
580.714285714,27.3,204.467335568,0.232579,1
581.571428571,27.3,204.486361848,0.232109,1
582.428571429,27.3,204.467317866,0.232159,1
583.285714286,27.3,204.448195636,0.23252,1
584.142857143,27.3,204.467315839,0.23185,1
585,27.3,204.429342419,0.21992,1
585.857142857,27.3,204.469687547,0.21957,1
586.952380952,27.3,204.451468941,0.22141,1
588.047619048,27.3,204.433407625,0.21963,1
589.142857143,27.3,204.45239484,0.21581,1
590.19047619,27.3,204.489597873,0.06182,1
591.19047619,27.3,204.473465316,0.0606,1
592.19047619,27.3,204.473239026,0.04838,1
593.19047619,27.3,204.45517771,0.045618,1
594.095238095,27.3,204.474219665,0.043968,1
593.714285714,27.3,204.454951864,0.044818,1
593.666666667,27.3,204.454951864,0.045438,1
593.571428571,27.3,204.435815801,0.045318,1
593.476190476,27.3,204.570952928,0.057178,1
593.428571429,27.3,204.590220729,0.058508,1
593.571428571,27.3,204.571006418,0.059068,1
593.714285714,27.3,204.645307058,0.058528,1
593.857142857,27.3,204.62524566,0.060098,1
594,27.3,204.644515512,0.060588,1
594.142857143,27.3,204.663543808,0.061578,1
594.285714286,27.3,204.625287542,0.062618,1
594.476190476,27.3,204.682794761,0.065898,1
594.666666667,27.3,204.661569106,0.064468,1
594.714285714,27.3,204.661569106,0.058868,1
594.761904762,27.3,204.678595304,0.062378,1
594.80952381,27.3,204.716757647,0.060548,1
594.904761905,27.3,204.735990051,0.061258,1
595.047619048,27.3,204.737062688,0.062358,1
594.761904762,27.3,204.775319324,0.061118,1
594.476190476,27.3,204.374577081,0.10661,1
